Emotions,Path
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1008_IEO_SAD_LO_PitchShiftRG_L0_TimeShifted_1.76.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1001_WSI_HAP_XX.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1001_WSI_HAP_XX_PitchShiftRG_H0_TimeShifted_1.02.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1001_WSI_HAP_XX_PitchShiftRG_L0_TimeShifted_0.55.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1032_ITH_SAD_XX.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1032_ITH_SAD_XX_PitchShiftRG_H0_TimeShifted_2.55.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1032_ITH_SAD_XX_PitchShiftRG_L0_TimeShifted_4.62.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/YAF_sour_happy.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_YAF_sour_happy_PitchShiftRG_H0_TimeShifted_0.32.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_YAF_sour_happy_PitchShiftRG_L0_TimeShifted_0.71.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1087_IOM_NEU_XX.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1087_IOM_NEU_XX_PitchShiftRG_H0_TimeShifted_0.62.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1087_IOM_NEU_XX_PitchShiftRG_L0_TimeShifted_1.26.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1051_IWL_DIS_XX.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1051_IWL_DIS_XX_PitchShiftRG_H0_TimeShifted_0.75.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1051_IWL_DIS_XX_PitchShiftRG_L0_TimeShifted_1.44.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/03-01-06-02-02-02-21.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_03-01-06-02-02-02-21_PitchShiftRG_H0_TimeShifted_1.61.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_03-01-06-02-02-02-21_PitchShiftRG_L0_TimeShifted_3.81.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/KL_n15.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_KL_n15_PitchShiftRG_H0_TimeShifted_2.1.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_KL_n15_PitchShiftRG_L0_TimeShifted_0.91.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1028_DFA_FEA_XX.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1028_DFA_FEA_XX_PitchShiftRG_H0_TimeShifted_0.43.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1028_DFA_FEA_XX_PitchShiftRG_L0_TimeShifted_0.79.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1036_IWW_NEU_XX.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1036_IWW_NEU_XX_PitchShiftRG_H0_TimeShifted_0.38.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1036_IWW_NEU_XX_PitchShiftRG_L0_TimeShifted_1.26.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1067_IOM_ANG_XX.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1067_IOM_ANG_XX_PitchShiftRG_H0_TimeShifted_1.39.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1067_IOM_ANG_XX_PitchShiftRG_L0_TimeShifted_3.97.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/OAF_pike_angry.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_OAF_pike_angry_PitchShiftRG_H0_TimeShifted_1.42.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_OAF_pike_angry_PitchShiftRG_L0_TimeShifted_0.23.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1088_IEO_DIS_LO.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1088_IEO_DIS_LO_PitchShiftRG_H0_TimeShifted_0.6.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1088_IEO_DIS_LO_PitchShiftRG_L0_TimeShifted_0.38.wav
calm,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/03-01-02-01-01-01-13.wav
calm,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_03-01-02-01-01-01-13_PitchShiftRG_H0_TimeShifted_0.68.wav
calm,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_03-01-02-01-01-01-13_PitchShiftRG_L0_TimeShifted_1.32.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/YAF_beg_sad.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_YAF_beg_sad_PitchShiftRG_H0_TimeShifted_1.33.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_YAF_beg_sad_PitchShiftRG_L0_TimeShifted_1.2.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1045_MTI_NEU_XX.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1045_MTI_NEU_XX_PitchShiftRG_H0_TimeShifted_0.7.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1045_MTI_NEU_XX_PitchShiftRG_L0_TimeShifted_0.47.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1063_IEO_ANG_LO.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1063_IEO_ANG_LO_PitchShiftRG_H0_TimeShifted_0.78.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1063_IEO_ANG_LO_PitchShiftRG_L0_TimeShifted_0.41.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/03-01-05-01-01-02-23.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_03-01-05-01-01-02-23_PitchShiftRG_H0_TimeShifted_1.96.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_03-01-05-01-01-02-23_PitchShiftRG_L0_TimeShifted_0.56.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1027_WSI_HAP_XX.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1027_WSI_HAP_XX_PitchShiftRG_H0_TimeShifted_0.37.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1027_WSI_HAP_XX_PitchShiftRG_L0_TimeShifted_0.36.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/DC_n02.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_DC_n02_PitchShiftRG_H0_TimeShifted_1.53.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_DC_n02_PitchShiftRG_L0_TimeShifted_1.96.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1070_IEO_NEU_XX.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1070_IEO_NEU_XX_PitchShiftRG_H0_TimeShifted_0.56.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1070_IEO_NEU_XX_PitchShiftRG_L0_TimeShifted_0.61.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1047_IEO_DIS_LO.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1047_IEO_DIS_LO_PitchShiftRG_H0_TimeShifted_0.68.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1047_IEO_DIS_LO_PitchShiftRG_L0_TimeShifted_0.73.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1070_IOM_DIS_XX.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1070_IOM_DIS_XX_PitchShiftRG_H0_TimeShifted_2.52.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1070_IOM_DIS_XX_PitchShiftRG_L0_TimeShifted_0.68.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1049_IWL_SAD_XX.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1049_IWL_SAD_XX_PitchShiftRG_H0_TimeShifted_0.89.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1049_IWL_SAD_XX_PitchShiftRG_L0_TimeShifted_0.82.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1031_MTI_SAD_XX.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1031_MTI_SAD_XX_PitchShiftRG_H0_TimeShifted_0.51.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1031_MTI_SAD_XX_PitchShiftRG_L0_TimeShifted_0.63.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1076_DFA_DIS_XX.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1076_DFA_DIS_XX_PitchShiftRG_H0_TimeShifted_0.43.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1076_DFA_DIS_XX_PitchShiftRG_L0_TimeShifted_0.37.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1083_DFA_SAD_XX.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1083_DFA_SAD_XX_PitchShiftRG_H0_TimeShifted_0.36.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1083_DFA_SAD_XX_PitchShiftRG_L0_TimeShifted_0.32.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1068_IWL_NEU_XX.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1068_IWL_NEU_XX_PitchShiftRG_H0_TimeShifted_0.59.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1068_IWL_NEU_XX_PitchShiftRG_L0_TimeShifted_0.56.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1069_ITS_HAP_XX.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1069_ITS_HAP_XX_PitchShiftRG_H0_TimeShifted_0.33.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1069_ITS_HAP_XX_PitchShiftRG_L0_TimeShifted_0.58.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1008_TAI_HAP_XX.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1008_TAI_HAP_XX_PitchShiftRG_H0_TimeShifted_2.51.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1008_TAI_HAP_XX_PitchShiftRG_L0_TimeShifted_3.84.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1019_IWW_HAP_XX.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1019_IWW_HAP_XX_PitchShiftRG_H0_TimeShifted_2.78.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1019_IWW_HAP_XX_PitchShiftRG_L0_TimeShifted_0.44.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/YAF_merge_disgust.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_YAF_merge_disgust_PitchShiftRG_H0_TimeShifted_0.45.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_YAF_merge_disgust_PitchShiftRG_L0_TimeShifted_0.41.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/03-01-03-01-02-01-15.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_03-01-03-01-02-01-15_PitchShiftRG_H0_TimeShifted_0.9.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_03-01-03-01-02-01-15_PitchShiftRG_L0_TimeShifted_0.74.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1025_ITS_HAP_XX.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1025_ITS_HAP_XX_PitchShiftRG_H0_TimeShifted_0.78.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1025_ITS_HAP_XX_PitchShiftRG_L0_TimeShifted_0.38.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/03-01-06-02-01-02-10.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_03-01-06-02-01-02-10_PitchShiftRG_H0_TimeShifted_0.54.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_03-01-06-02-01-02-10_PitchShiftRG_L0_TimeShifted_0.59.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1009_IEO_ANG_MD.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1009_IEO_ANG_MD_PitchShiftRG_H0_TimeShifted_2.28.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1009_IEO_ANG_MD_PitchShiftRG_L0_TimeShifted_3.4.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1020_IEO_HAP_HI.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1020_IEO_HAP_HI_PitchShiftRG_H0_TimeShifted_0.65.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1020_IEO_HAP_HI_PitchShiftRG_L0_TimeShifted_1.53.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1065_MTI_NEU_XX.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1065_MTI_NEU_XX_PitchShiftRG_H0_TimeShifted_0.56.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1065_MTI_NEU_XX_PitchShiftRG_L0_TimeShifted_0.52.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1017_IEO_HAP_MD.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1017_IEO_HAP_MD_PitchShiftRG_H0_TimeShifted_0.3.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1017_IEO_HAP_MD_PitchShiftRG_L0_TimeShifted_0.29.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1001_ITH_FEA_XX.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1001_ITH_FEA_XX_PitchShiftRG_H0_TimeShifted_1.15.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1001_ITH_FEA_XX_PitchShiftRG_L0_TimeShifted_0.44.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/OAF_laud_disgust.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_OAF_laud_disgust_PitchShiftRG_H0_TimeShifted_2.01.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_OAF_laud_disgust_PitchShiftRG_L0_TimeShifted_0.46.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1002_IWW_DIS_XX.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1002_IWW_DIS_XX_PitchShiftRG_H0_TimeShifted_0.54.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1002_IWW_DIS_XX_PitchShiftRG_L0_TimeShifted_0.58.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1081_TSI_ANG_XX.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1081_TSI_ANG_XX_PitchShiftRG_H0_TimeShifted_0.96.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1081_TSI_ANG_XX_PitchShiftRG_L0_TimeShifted_0.73.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1076_IOM_NEU_XX.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1076_IOM_NEU_XX_PitchShiftRG_H0_TimeShifted_0.48.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1076_IOM_NEU_XX_PitchShiftRG_L0_TimeShifted_0.39.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1081_ITS_SAD_XX.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1081_ITS_SAD_XX_PitchShiftRG_H0_TimeShifted_9.94.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1081_ITS_SAD_XX_PitchShiftRG_L0_TimeShifted_10.56.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1006_MTI_SAD_XX.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1006_MTI_SAD_XX_PitchShiftRG_H0_TimeShifted_1.17.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1006_MTI_SAD_XX_PitchShiftRG_L0_TimeShifted_0.95.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/YAF_shack_disgust.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_YAF_shack_disgust_PitchShiftRG_H0_TimeShifted_1.63.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_YAF_shack_disgust_PitchShiftRG_L0_TimeShifted_0.79.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1039_ITH_HAP_XX.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1039_ITH_HAP_XX_PitchShiftRG_H0_TimeShifted_0.66.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1039_ITH_HAP_XX_PitchShiftRG_L0_TimeShifted_0.5.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1083_TIE_FEA_XX.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1083_TIE_FEA_XX_PitchShiftRG_H0_TimeShifted_0.71.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1083_TIE_FEA_XX_PitchShiftRG_L0_TimeShifted_1.85.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1016_IWW_DIS_XX.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1016_IWW_DIS_XX_PitchShiftRG_H0_TimeShifted_0.67.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1016_IWW_DIS_XX_PitchShiftRG_L0_TimeShifted_0.91.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1049_IWL_FEA_XX.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1049_IWL_FEA_XX_PitchShiftRG_H0_TimeShifted_3.62.wav
fear,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1049_IWL_FEA_XX_PitchShiftRG_L0_TimeShifted_0.37.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1078_ITS_SAD_XX.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1078_ITS_SAD_XX_PitchShiftRG_H0_TimeShifted_0.73.wav
sad,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1078_ITS_SAD_XX_PitchShiftRG_L0_TimeShifted_0.48.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1014_WSI_DIS_XX.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1014_WSI_DIS_XX_PitchShiftRG_H0_TimeShifted_0.5.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1014_WSI_DIS_XX_PitchShiftRG_L0_TimeShifted_0.45.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1038_DFA_DIS_XX.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1038_DFA_DIS_XX_PitchShiftRG_H0_TimeShifted_0.51.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1038_DFA_DIS_XX_PitchShiftRG_L0_TimeShifted_0.83.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/03-01-05-02-01-02-07.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_03-01-05-02-01-02-07_PitchShiftRG_H0_TimeShifted_1.29.wav
angry,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_03-01-05-02-01-02-07_PitchShiftRG_L0_TimeShifted_1.18.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1071_TIE_NEU_XX.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1071_TIE_NEU_XX_PitchShiftRG_H0_TimeShifted_1.14.wav
neutral,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1071_TIE_NEU_XX_PitchShiftRG_L0_TimeShifted_1.19.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/1027_MTI_HAP_XX.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1027_MTI_HAP_XX_PitchShiftRG_H0_TimeShifted_6.44.wav
happy,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/Aug_1027_MTI_HAP_XX_PitchShiftRG_L0_TimeShifted_1.44.wav
disgust,D:/1. My Stuff/B.Tech/VII SEM/Emotion Detection Training Data - new/YAF_nag_disgust.wav
