Emotions,Path
angry,Audios - Train 2/Aug_1075_IWL_ANG_XX_PitchShiftRG_L0_TimeShifted_3.07.wav
sad,Audios - Train 2/1020_ITH_SAD_XX.wav
sad,Audios - Train 2/Aug_1020_ITH_SAD_XX_PitchShiftRG_H0_TimeShifted_12.27.wav
sad,Audios - Train 2/Aug_1020_ITH_SAD_XX_PitchShiftRG_L0_TimeShifted_45.92.wav
happy,Audios - Train 2/1038_IEO_HAP_MD.wav
happy,Audios - Train 2/Aug_1038_IEO_HAP_MD_PitchShiftRG_H0_TimeShifted_3.3.wav
happy,Audios - Train 2/Aug_1038_IEO_HAP_MD_PitchShiftRG_L0_TimeShifted_2.93.wav
fear,Audios - Train 2/1067_IOM_FEA_XX.wav
fear,Audios - Train 2/Aug_1067_IOM_FEA_XX_PitchShiftRG_H0_TimeShifted_3.56.wav
fear,Audios - Train 2/Aug_1067_IOM_FEA_XX_PitchShiftRG_L0_TimeShifted_6.32.wav
fear,Audios - Train 2/YAF_met_fear.wav
fear,Audios - Train 2/Aug_YAF_met_fear_PitchShiftRG_H0_TimeShifted_3.71.wav
fear,Audios - Train 2/Aug_YAF_met_fear_PitchShiftRG_L0_TimeShifted_5.19.wav
happy,Audios - Train 2/1078_ITH_HAP_XX.wav
happy,Audios - Train 2/Aug_1078_ITH_HAP_XX_PitchShiftRG_H0_TimeShifted_5.81.wav
happy,Audios - Train 2/Aug_1078_ITH_HAP_XX_PitchShiftRG_L0_TimeShifted_4.07.wav
sad,Audios - Train 2/1039_WSI_SAD_XX.wav
sad,Audios - Train 2/Aug_1039_WSI_SAD_XX_PitchShiftRG_H0_TimeShifted_9.69.wav
sad,Audios - Train 2/Aug_1039_WSI_SAD_XX_PitchShiftRG_L0_TimeShifted_4.93.wav
happy,Audios - Train 2/1058_WSI_HAP_XX.wav
happy,Audios - Train 2/Aug_1058_WSI_HAP_XX_PitchShiftRG_H0_TimeShifted_3.45.wav
happy,Audios - Train 2/Aug_1058_WSI_HAP_XX_PitchShiftRG_L0_TimeShifted_9.48.wav
sad,Audios - Train 2/1052_IEO_SAD_MD.wav
sad,Audios - Train 2/Aug_1052_IEO_SAD_MD_PitchShiftRG_H0_TimeShifted_10.53.wav
sad,Audios - Train 2/Aug_1052_IEO_SAD_MD_PitchShiftRG_L0_TimeShifted_3.31.wav
angry,Audios - Train 2/1017_ITH_ANG_XX.wav
angry,Audios - Train 2/Aug_1017_ITH_ANG_XX_PitchShiftRG_H0_TimeShifted_13.81.wav
angry,Audios - Train 2/Aug_1017_ITH_ANG_XX_PitchShiftRG_L0_TimeShifted_6.65.wav
sad,Audios - Train 2/1004_MTI_SAD_XX.wav
sad,Audios - Train 2/Aug_1004_MTI_SAD_XX_PitchShiftRG_H0_TimeShifted_3.57.wav
sad,Audios - Train 2/Aug_1004_MTI_SAD_XX_PitchShiftRG_L0_TimeShifted_5.99.wav
angry,Audios - Train 2/1045_DFA_ANG_XX.wav
angry,Audios - Train 2/Aug_1045_DFA_ANG_XX_PitchShiftRG_H0_TimeShifted_3.32.wav
angry,Audios - Train 2/Aug_1045_DFA_ANG_XX_PitchShiftRG_L0_TimeShifted_5.89.wav
happy,Audios - Train 2/03-01-03-02-01-01-09.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-01-09_PitchShiftRG_H0_TimeShifted_6.43.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-01-09_PitchShiftRG_L0_TimeShifted_9.65.wav
happy,Audios - Train 2/1006_IWW_HAP_XX.wav
happy,Audios - Train 2/Aug_1006_IWW_HAP_XX_PitchShiftRG_H0_TimeShifted_8.72.wav
happy,Audios - Train 2/Aug_1006_IWW_HAP_XX_PitchShiftRG_L0_TimeShifted_5.44.wav
happy,Audios - Train 2/1078_IEO_HAP_MD.wav
happy,Audios - Train 2/Aug_1078_IEO_HAP_MD_PitchShiftRG_H0_TimeShifted_1.68.wav
happy,Audios - Train 2/Aug_1078_IEO_HAP_MD_PitchShiftRG_L0_TimeShifted_4.35.wav
sad,Audios - Train 2/1063_IEO_SAD_MD.wav
sad,Audios - Train 2/Aug_1063_IEO_SAD_MD_PitchShiftRG_H0_TimeShifted_2.78.wav
sad,Audios - Train 2/Aug_1063_IEO_SAD_MD_PitchShiftRG_L0_TimeShifted_5.91.wav
happy,Audios - Train 2/1028_ITH_HAP_XX.wav
happy,Audios - Train 2/Aug_1028_ITH_HAP_XX_PitchShiftRG_H0_TimeShifted_4.11.wav
happy,Audios - Train 2/Aug_1028_ITH_HAP_XX_PitchShiftRG_L0_TimeShifted_6.07.wav
fear,Audios - Train 2/1030_IWW_FEA_XX.wav
fear,Audios - Train 2/Aug_1030_IWW_FEA_XX_PitchShiftRG_H0_TimeShifted_4.65.wav
fear,Audios - Train 2/Aug_1030_IWW_FEA_XX_PitchShiftRG_L0_TimeShifted_3.34.wav
angry,Audios - Train 2/1030_TIE_ANG_XX.wav
angry,Audios - Train 2/Aug_1030_TIE_ANG_XX_PitchShiftRG_H0_TimeShifted_11.37.wav
angry,Audios - Train 2/Aug_1030_TIE_ANG_XX_PitchShiftRG_L0_TimeShifted_3.53.wav
fear,Audios - Train 2/1081_IWW_FEA_XX.wav
fear,Audios - Train 2/Aug_1081_IWW_FEA_XX_PitchShiftRG_H0_TimeShifted_3.4.wav
fear,Audios - Train 2/Aug_1081_IWW_FEA_XX_PitchShiftRG_L0_TimeShifted_1.88.wav
angry,Audios - Train 2/1038_TSI_ANG_XX.wav
angry,Audios - Train 2/Aug_1038_TSI_ANG_XX_PitchShiftRG_H0_TimeShifted_5.18.wav
angry,Audios - Train 2/Aug_1038_TSI_ANG_XX_PitchShiftRG_L0_TimeShifted_9.08.wav
sad,Audios - Train 2/1043_MTI_SAD_XX.wav
sad,Audios - Train 2/Aug_1043_MTI_SAD_XX_PitchShiftRG_H0_TimeShifted_11.75.wav
sad,Audios - Train 2/Aug_1043_MTI_SAD_XX_PitchShiftRG_L0_TimeShifted_2.47.wav
sad,Audios - Train 2/03-01-04-01-01-02-22.wav
sad,Audios - Train 2/Aug_03-01-04-01-01-02-22_PitchShiftRG_H0_TimeShifted_4.21.wav
sad,Audios - Train 2/Aug_03-01-04-01-01-02-22_PitchShiftRG_L0_TimeShifted_6.12.wav
happy,Audios - Train 2/03-01-03-01-01-01-01.wav
happy,Audios - Train 2/Aug_03-01-03-01-01-01-01_PitchShiftRG_H0_TimeShifted_5.05.wav
happy,Audios - Train 2/Aug_03-01-03-01-01-01-01_PitchShiftRG_L0_TimeShifted_5.96.wav
sad,Audios - Train 2/1066_IEO_SAD_HI.wav
sad,Audios - Train 2/Aug_1066_IEO_SAD_HI_PitchShiftRG_H0_TimeShifted_10.57.wav
sad,Audios - Train 2/Aug_1066_IEO_SAD_HI_PitchShiftRG_L0_TimeShifted_6.53.wav
fear,Audios - Train 2/1020_IEO_FEA_MD.wav
fear,Audios - Train 2/Aug_1020_IEO_FEA_MD_PitchShiftRG_H0_TimeShifted_8.93.wav
fear,Audios - Train 2/Aug_1020_IEO_FEA_MD_PitchShiftRG_L0_TimeShifted_3.44.wav
angry,Audios - Train 2/1086_IEO_ANG_LO.wav
angry,Audios - Train 2/Aug_1086_IEO_ANG_LO_PitchShiftRG_H0_TimeShifted_11.27.wav
angry,Audios - Train 2/Aug_1086_IEO_ANG_LO_PitchShiftRG_L0_TimeShifted_-114.74.wav
happy,Audios - Train 2/1017_TIE_HAP_XX.wav
happy,Audios - Train 2/Aug_1017_TIE_HAP_XX_PitchShiftRG_H0_TimeShifted_6.49.wav
happy,Audios - Train 2/Aug_1017_TIE_HAP_XX_PitchShiftRG_L0_TimeShifted_4.87.wav
angry,Audios - Train 2/DC_a04.wav
angry,Audios - Train 2/Aug_DC_a04_PitchShiftRG_H0_TimeShifted_9.42.wav
angry,Audios - Train 2/Aug_DC_a04_PitchShiftRG_L0_TimeShifted_10.34.wav
angry,Audios - Train 2/03-01-05-02-01-02-24.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-02-24_PitchShiftRG_H0_TimeShifted_7.89.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-02-24_PitchShiftRG_L0_TimeShifted_5.88.wav
angry,Audios - Train 2/1029_TAI_ANG_XX.wav
angry,Audios - Train 2/Aug_1029_TAI_ANG_XX_PitchShiftRG_H0_TimeShifted_6.62.wav
angry,Audios - Train 2/Aug_1029_TAI_ANG_XX_PitchShiftRG_L0_TimeShifted_14.89.wav
sad,Audios - Train 2/1066_TAI_SAD_XX.wav
sad,Audios - Train 2/Aug_1066_TAI_SAD_XX_PitchShiftRG_H0_TimeShifted_5.75.wav
sad,Audios - Train 2/Aug_1066_TAI_SAD_XX_PitchShiftRG_L0_TimeShifted_4.3.wav
fear,Audios - Train 2/1007_TAI_FEA_XX.wav
fear,Audios - Train 2/Aug_1007_TAI_FEA_XX_PitchShiftRG_H0_TimeShifted_6.36.wav
fear,Audios - Train 2/Aug_1007_TAI_FEA_XX_PitchShiftRG_L0_TimeShifted_5.93.wav
happy,Audios - Train 2/1043_ITS_HAP_XX.wav
happy,Audios - Train 2/Aug_1043_ITS_HAP_XX_PitchShiftRG_H0_TimeShifted_3.53.wav
happy,Audios - Train 2/Aug_1043_ITS_HAP_XX_PitchShiftRG_L0_TimeShifted_13.8.wav
happy,Audios - Train 2/1048_IEO_HAP_MD.wav
happy,Audios - Train 2/Aug_1048_IEO_HAP_MD_PitchShiftRG_H0_TimeShifted_3.3.wav
happy,Audios - Train 2/Aug_1048_IEO_HAP_MD_PitchShiftRG_L0_TimeShifted_3.79.wav
fear,Audios - Train 2/1001_IEO_FEA_LO.wav
fear,Audios - Train 2/Aug_1001_IEO_FEA_LO_PitchShiftRG_H0_TimeShifted_2.09.wav
fear,Audios - Train 2/Aug_1001_IEO_FEA_LO_PitchShiftRG_L0_TimeShifted_2.42.wav
sad,Audios - Train 2/03-01-04-01-02-01-17.wav
sad,Audios - Train 2/Aug_03-01-04-01-02-01-17_PitchShiftRG_H0_TimeShifted_7.86.wav
sad,Audios - Train 2/Aug_03-01-04-01-02-01-17_PitchShiftRG_L0_TimeShifted_8.34.wav
happy,Audios - Train 2/03-01-03-01-02-02-08.wav
happy,Audios - Train 2/Aug_03-01-03-01-02-02-08_PitchShiftRG_H0_TimeShifted_6.48.wav
happy,Audios - Train 2/Aug_03-01-03-01-02-02-08_PitchShiftRG_L0_TimeShifted_7.15.wav
happy,Audios - Train 2/1037_ITH_HAP_XX.wav
happy,Audios - Train 2/Aug_1037_ITH_HAP_XX_PitchShiftRG_H0_TimeShifted_5.69.wav
happy,Audios - Train 2/Aug_1037_ITH_HAP_XX_PitchShiftRG_L0_TimeShifted_5.03.wav
fear,Audios - Train 2/OAF_doll_fear.wav
fear,Audios - Train 2/Aug_OAF_doll_fear_PitchShiftRG_H0_TimeShifted_4.47.wav
fear,Audios - Train 2/Aug_OAF_doll_fear_PitchShiftRG_L0_TimeShifted_3.1.wav
fear,Audios - Train 2/1073_IEO_FEA_LO.wav
fear,Audios - Train 2/Aug_1073_IEO_FEA_LO_PitchShiftRG_H0_TimeShifted_20.63.wav
fear,Audios - Train 2/Aug_1073_IEO_FEA_LO_PitchShiftRG_L0_TimeShifted_2.87.wav
happy,Audios - Train 2/1021_IOM_HAP_XX.wav
happy,Audios - Train 2/Aug_1021_IOM_HAP_XX_PitchShiftRG_H0_TimeShifted_3.16.wav
happy,Audios - Train 2/Aug_1021_IOM_HAP_XX_PitchShiftRG_L0_TimeShifted_3.66.wav
angry,Audios - Train 2/JE_a15.wav
angry,Audios - Train 2/Aug_JE_a15_PitchShiftRG_H0_TimeShifted_14.76.wav
angry,Audios - Train 2/Aug_JE_a15_PitchShiftRG_L0_TimeShifted_15.31.wav
happy,Audios - Train 2/03-01-03-01-01-02-06.wav
happy,Audios - Train 2/Aug_03-01-03-01-01-02-06_PitchShiftRG_H0_TimeShifted_18.74.wav
happy,Audios - Train 2/Aug_03-01-03-01-01-02-06_PitchShiftRG_L0_TimeShifted_10.59.wav
angry,Audios - Train 2/YAF_pick_angry.wav
angry,Audios - Train 2/Aug_YAF_pick_angry_PitchShiftRG_H0_TimeShifted_4.99.wav
angry,Audios - Train 2/Aug_YAF_pick_angry_PitchShiftRG_L0_TimeShifted_3.03.wav
fear,Audios - Train 2/1087_ITS_FEA_XX.wav
fear,Audios - Train 2/Aug_1087_ITS_FEA_XX_PitchShiftRG_H0_TimeShifted_3.74.wav
fear,Audios - Train 2/Aug_1087_ITS_FEA_XX_PitchShiftRG_L0_TimeShifted_2.77.wav
happy,Audios - Train 2/1014_IWL_HAP_XX.wav
happy,Audios - Train 2/Aug_1014_IWL_HAP_XX_PitchShiftRG_H0_TimeShifted_16.19.wav
happy,Audios - Train 2/Aug_1014_IWL_HAP_XX_PitchShiftRG_L0_TimeShifted_8.87.wav
fear,Audios - Train 2/YAF_wife_fear.wav
fear,Audios - Train 2/Aug_YAF_wife_fear_PitchShiftRG_H0_TimeShifted_2.39.wav
fear,Audios - Train 2/Aug_YAF_wife_fear_PitchShiftRG_L0_TimeShifted_4.41.wav
angry,Audios - Train 2/YAF_bean_angry.wav
angry,Audios - Train 2/Aug_YAF_bean_angry_PitchShiftRG_H0_TimeShifted_3.29.wav
angry,Audios - Train 2/Aug_YAF_bean_angry_PitchShiftRG_L0_TimeShifted_5.06.wav
angry,Audios - Train 2/1040_IEO_ANG_LO.wav
angry,Audios - Train 2/Aug_1040_IEO_ANG_LO_PitchShiftRG_H0_TimeShifted_5.82.wav
angry,Audios - Train 2/Aug_1040_IEO_ANG_LO_PitchShiftRG_L0_TimeShifted_2.76.wav
sad,Audios - Train 2/1059_IWW_SAD_XX.wav
sad,Audios - Train 2/Aug_1059_IWW_SAD_XX_PitchShiftRG_H0_TimeShifted_3.13.wav
sad,Audios - Train 2/Aug_1059_IWW_SAD_XX_PitchShiftRG_L0_TimeShifted_5.0.wav
angry,Audios - Train 2/1059_TIE_ANG_XX.wav
angry,Audios - Train 2/Aug_1059_TIE_ANG_XX_PitchShiftRG_H0_TimeShifted_12.94.wav
angry,Audios - Train 2/Aug_1059_TIE_ANG_XX_PitchShiftRG_L0_TimeShifted_8.04.wav
happy,Audios - Train 2/1069_TIE_HAP_XX.wav
happy,Audios - Train 2/Aug_1069_TIE_HAP_XX_PitchShiftRG_H0_TimeShifted_3.8.wav
happy,Audios - Train 2/Aug_1069_TIE_HAP_XX_PitchShiftRG_L0_TimeShifted_5.01.wav
fear,Audios - Train 2/1030_IEO_FEA_LO.wav
fear,Audios - Train 2/Aug_1030_IEO_FEA_LO_PitchShiftRG_H0_TimeShifted_1.56.wav
fear,Audios - Train 2/Aug_1030_IEO_FEA_LO_PitchShiftRG_L0_TimeShifted_2.81.wav
fear,Audios - Train 2/YAF_ton_fear.wav
fear,Audios - Train 2/Aug_YAF_ton_fear_PitchShiftRG_H0_TimeShifted_6.75.wav
fear,Audios - Train 2/Aug_YAF_ton_fear_PitchShiftRG_L0_TimeShifted_2.3.wav
happy,Audios - Train 2/1058_TAI_HAP_XX.wav
happy,Audios - Train 2/Aug_1058_TAI_HAP_XX_PitchShiftRG_H0_TimeShifted_6.86.wav
happy,Audios - Train 2/Aug_1058_TAI_HAP_XX_PitchShiftRG_L0_TimeShifted_6.02.wav
fear,Audios - Train 2/1042_ITS_FEA_XX.wav
fear,Audios - Train 2/Aug_1042_ITS_FEA_XX_PitchShiftRG_H0_TimeShifted_2.99.wav
fear,Audios - Train 2/Aug_1042_ITS_FEA_XX_PitchShiftRG_L0_TimeShifted_2.02.wav
fear,Audios - Train 2/OAF_chief_fear.wav
fear,Audios - Train 2/Aug_OAF_chief_fear_PitchShiftRG_H0_TimeShifted_3.61.wav
fear,Audios - Train 2/Aug_OAF_chief_fear_PitchShiftRG_L0_TimeShifted_5.72.wav
happy,Audios - Train 2/OAF_loaf_happy.wav
happy,Audios - Train 2/Aug_OAF_loaf_happy_PitchShiftRG_H0_TimeShifted_1.72.wav
happy,Audios - Train 2/Aug_OAF_loaf_happy_PitchShiftRG_L0_TimeShifted_4.81.wav
fear,Audios - Train 2/1080_ITS_FEA_XX.wav
fear,Audios - Train 2/Aug_1080_ITS_FEA_XX_PitchShiftRG_H0_TimeShifted_6.24.wav
fear,Audios - Train 2/Aug_1080_ITS_FEA_XX_PitchShiftRG_L0_TimeShifted_6.45.wav
angry,Audios - Train 2/1063_IOM_ANG_XX.wav
angry,Audios - Train 2/Aug_1063_IOM_ANG_XX_PitchShiftRG_H0_TimeShifted_7.68.wav
angry,Audios - Train 2/Aug_1063_IOM_ANG_XX_PitchShiftRG_L0_TimeShifted_3.52.wav
happy,Audios - Train 2/1062_ITH_HAP_XX.wav
happy,Audios - Train 2/Aug_1062_ITH_HAP_XX_PitchShiftRG_H0_TimeShifted_5.49.wav
happy,Audios - Train 2/Aug_1062_ITH_HAP_XX_PitchShiftRG_L0_TimeShifted_5.03.wav
sad,Audios - Train 2/1018_IEO_SAD_HI.wav
sad,Audios - Train 2/Aug_1018_IEO_SAD_HI_PitchShiftRG_H0_TimeShifted_7.31.wav
sad,Audios - Train 2/Aug_1018_IEO_SAD_HI_PitchShiftRG_L0_TimeShifted_17.19.wav
happy,Audios - Train 2/1023_IEO_HAP_LO.wav
happy,Audios - Train 2/Aug_1023_IEO_HAP_LO_PitchShiftRG_H0_TimeShifted_2.8.wav
happy,Audios - Train 2/Aug_1023_IEO_HAP_LO_PitchShiftRG_L0_TimeShifted_1.74.wav
sad,Audios - Train 2/YAF_white_sad.wav
sad,Audios - Train 2/Aug_YAF_white_sad_PitchShiftRG_H0_TimeShifted_5.42.wav
sad,Audios - Train 2/Aug_YAF_white_sad_PitchShiftRG_L0_TimeShifted_8.28.wav
fear,Audios - Train 2/1057_ITS_FEA_XX.wav
fear,Audios - Train 2/Aug_1057_ITS_FEA_XX_PitchShiftRG_H0_TimeShifted_43.8.wav
fear,Audios - Train 2/Aug_1057_ITS_FEA_XX_PitchShiftRG_L0_TimeShifted_3.28.wav
fear,Audios - Train 2/03-01-06-02-02-02-19.wav
fear,Audios - Train 2/Aug_03-01-06-02-02-02-19_PitchShiftRG_H0_TimeShifted_7.9.wav
fear,Audios - Train 2/Aug_03-01-06-02-02-02-19_PitchShiftRG_L0_TimeShifted_9.17.wav
sad,Audios - Train 2/YAF_team_sad.wav
sad,Audios - Train 2/Aug_YAF_team_sad_PitchShiftRG_H0_TimeShifted_3.01.wav
sad,Audios - Train 2/Aug_YAF_team_sad_PitchShiftRG_L0_TimeShifted_4.61.wav
fear,Audios - Train 2/1032_IEO_FEA_HI.wav
fear,Audios - Train 2/Aug_1032_IEO_FEA_HI_PitchShiftRG_H0_TimeShifted_3.06.wav
fear,Audios - Train 2/Aug_1032_IEO_FEA_HI_PitchShiftRG_L0_TimeShifted_4.58.wav
sad,Audios - Train 2/1044_TSI_SAD_XX.wav
sad,Audios - Train 2/Aug_1044_TSI_SAD_XX_PitchShiftRG_H0_TimeShifted_2.98.wav
sad,Audios - Train 2/Aug_1044_TSI_SAD_XX_PitchShiftRG_L0_TimeShifted_7.92.wav
sad,Audios - Train 2/03-01-04-01-02-01-20.wav
sad,Audios - Train 2/Aug_03-01-04-01-02-01-20_PitchShiftRG_H0_TimeShifted_6.03.wav
sad,Audios - Train 2/Aug_03-01-04-01-02-01-20_PitchShiftRG_L0_TimeShifted_4.5.wav
sad,Audios - Train 2/1050_IEO_SAD_HI.wav
sad,Audios - Train 2/Aug_1050_IEO_SAD_HI_PitchShiftRG_H0_TimeShifted_2.61.wav
sad,Audios - Train 2/Aug_1050_IEO_SAD_HI_PitchShiftRG_L0_TimeShifted_3.81.wav
happy,Audios - Train 2/1021_ITS_HAP_XX.wav
happy,Audios - Train 2/Aug_1021_ITS_HAP_XX_PitchShiftRG_H0_TimeShifted_5.83.wav
happy,Audios - Train 2/Aug_1021_ITS_HAP_XX_PitchShiftRG_L0_TimeShifted_7.64.wav
happy,Audios - Train 2/1008_IEO_HAP_MD.wav
happy,Audios - Train 2/Aug_1008_IEO_HAP_MD_PitchShiftRG_H0_TimeShifted_8.93.wav
happy,Audios - Train 2/Aug_1008_IEO_HAP_MD_PitchShiftRG_L0_TimeShifted_3.86.wav
sad,Audios - Train 2/1068_WSI_SAD_XX.wav
sad,Audios - Train 2/Aug_1068_WSI_SAD_XX_PitchShiftRG_H0_TimeShifted_7.39.wav
sad,Audios - Train 2/Aug_1068_WSI_SAD_XX_PitchShiftRG_L0_TimeShifted_7.68.wav
fear,Audios - Train 2/1089_IEO_FEA_HI.wav
fear,Audios - Train 2/Aug_1089_IEO_FEA_HI_PitchShiftRG_H0_TimeShifted_6.23.wav
fear,Audios - Train 2/Aug_1089_IEO_FEA_HI_PitchShiftRG_L0_TimeShifted_5.4.wav
happy,Audios - Train 2/1045_IEO_HAP_LO.wav
happy,Audios - Train 2/Aug_1045_IEO_HAP_LO_PitchShiftRG_H0_TimeShifted_1.82.wav
happy,Audios - Train 2/Aug_1045_IEO_HAP_LO_PitchShiftRG_L0_TimeShifted_3.9.wav
angry,Audios - Train 2/1058_TSI_ANG_XX.wav
angry,Audios - Train 2/Aug_1058_TSI_ANG_XX_PitchShiftRG_H0_TimeShifted_2.09.wav
angry,Audios - Train 2/Aug_1058_TSI_ANG_XX_PitchShiftRG_L0_TimeShifted_3.82.wav
fear,Audios - Train 2/1034_DFA_FEA_XX.wav
fear,Audios - Train 2/Aug_1034_DFA_FEA_XX_PitchShiftRG_H0_TimeShifted_3.38.wav
fear,Audios - Train 2/Aug_1034_DFA_FEA_XX_PitchShiftRG_L0_TimeShifted_4.99.wav
happy,Audios - Train 2/YAF_voice_happy.wav
happy,Audios - Train 2/Aug_YAF_voice_happy_PitchShiftRG_H0_TimeShifted_-14.84.wav
happy,Audios - Train 2/Aug_YAF_voice_happy_PitchShiftRG_L0_TimeShifted_5.42.wav
fear,Audios - Train 2/03-01-06-02-01-01-07.wav
fear,Audios - Train 2/Aug_03-01-06-02-01-01-07_PitchShiftRG_H0_TimeShifted_4.78.wav
fear,Audios - Train 2/Aug_03-01-06-02-01-01-07_PitchShiftRG_L0_TimeShifted_6.12.wav
sad,Audios - Train 2/03-01-04-01-01-01-01.wav
sad,Audios - Train 2/Aug_03-01-04-01-01-01-01_PitchShiftRG_H0_TimeShifted_5.49.wav
sad,Audios - Train 2/Aug_03-01-04-01-01-01-01_PitchShiftRG_L0_TimeShifted_4.63.wav
happy,Audios - Train 2/1056_ITH_HAP_XX.wav
happy,Audios - Train 2/Aug_1056_ITH_HAP_XX_PitchShiftRG_H0_TimeShifted_5.78.wav
happy,Audios - Train 2/Aug_1056_ITH_HAP_XX_PitchShiftRG_L0_TimeShifted_7.91.wav
angry,Audios - Train 2/1072_IEO_ANG_LO.wav
angry,Audios - Train 2/Aug_1072_IEO_ANG_LO_PitchShiftRG_H0_TimeShifted_3.64.wav
angry,Audios - Train 2/Aug_1072_IEO_ANG_LO_PitchShiftRG_L0_TimeShifted_6.71.wav
fear,Audios - Train 2/1014_IWW_FEA_XX.wav
fear,Audios - Train 2/Aug_1014_IWW_FEA_XX_PitchShiftRG_H0_TimeShifted_13.46.wav
fear,Audios - Train 2/Aug_1014_IWW_FEA_XX_PitchShiftRG_L0_TimeShifted_9.57.wav
fear,Audios - Train 2/JE_f03.wav
fear,Audios - Train 2/Aug_JE_f03_PitchShiftRG_H0_TimeShifted_7.08.wav
fear,Audios - Train 2/Aug_JE_f03_PitchShiftRG_L0_TimeShifted_3.51.wav
happy,Audios - Train 2/1066_TAI_HAP_XX.wav
happy,Audios - Train 2/Aug_1066_TAI_HAP_XX_PitchShiftRG_H0_TimeShifted_3.87.wav
happy,Audios - Train 2/Aug_1066_TAI_HAP_XX_PitchShiftRG_L0_TimeShifted_2.88.wav
sad,Audios - Train 2/1037_TAI_SAD_XX.wav
sad,Audios - Train 2/Aug_1037_TAI_SAD_XX_PitchShiftRG_H0_TimeShifted_4.63.wav
sad,Audios - Train 2/Aug_1037_TAI_SAD_XX_PitchShiftRG_L0_TimeShifted_6.22.wav
angry,Audios - Train 2/YAF_five_angry.wav
angry,Audios - Train 2/Aug_YAF_five_angry_PitchShiftRG_H0_TimeShifted_13.55.wav
angry,Audios - Train 2/Aug_YAF_five_angry_PitchShiftRG_L0_TimeShifted_6.64.wav
fear,Audios - Train 2/OAF_take_fear.wav
fear,Audios - Train 2/Aug_OAF_take_fear_PitchShiftRG_H0_TimeShifted_2.93.wav
fear,Audios - Train 2/Aug_OAF_take_fear_PitchShiftRG_L0_TimeShifted_13.49.wav
sad,Audios - Train 2/OAF_mess_sad.wav
sad,Audios - Train 2/Aug_OAF_mess_sad_PitchShiftRG_H0_TimeShifted_3.99.wav
sad,Audios - Train 2/Aug_OAF_mess_sad_PitchShiftRG_L0_TimeShifted_26.96.wav
happy,Audios - Train 2/1083_IWL_HAP_XX.wav
happy,Audios - Train 2/Aug_1083_IWL_HAP_XX_PitchShiftRG_H0_TimeShifted_3.71.wav
happy,Audios - Train 2/Aug_1083_IWL_HAP_XX_PitchShiftRG_L0_TimeShifted_5.54.wav
happy,Audios - Train 2/1023_IEO_HAP_MD.wav
happy,Audios - Train 2/Aug_1023_IEO_HAP_MD_PitchShiftRG_H0_TimeShifted_2.42.wav
happy,Audios - Train 2/Aug_1023_IEO_HAP_MD_PitchShiftRG_L0_TimeShifted_6.07.wav
fear,Audios - Train 2/OAF_seize_fear.wav
