Emotions,Path
happy,Audios - Train 1/03-01-03-01-01-01-01.wav
happy,Audios - Train 1/Aug_03-01-03-01-01-01-01_PitchShiftRG_H0_TimeShifted_-29.4.wav
happy,Audios - Train 1/Aug_03-01-03-01-01-01-01_PitchShiftRG_L0_TimeShifted_6.21.wav
sad,Audios - Train 1/1066_IEO_SAD_HI.wav
sad,Audios - Train 1/Aug_1066_IEO_SAD_HI_PitchShiftRG_H0_TimeShifted_16.36.wav
sad,Audios - Train 1/Aug_1066_IEO_SAD_HI_PitchShiftRG_L0_TimeShifted_7.35.wav
fear,Audios - Train 1/1020_IEO_FEA_MD.wav
fear,Audios - Train 1/Aug_1020_IEO_FEA_MD_PitchShiftRG_H0_TimeShifted_6.64.wav
fear,Audios - Train 1/Aug_1020_IEO_FEA_MD_PitchShiftRG_L0_TimeShifted_-9.82.wav
angry,Audios - Train 1/1086_IEO_ANG_LO.wav
angry,Audios - Train 1/Aug_1086_IEO_ANG_LO_PitchShiftRG_H0_TimeShifted_4.69.wav
angry,Audios - Train 1/Aug_1086_IEO_ANG_LO_PitchShiftRG_L0_TimeShifted_16.15.wav
happy,Audios - Train 1/1017_TIE_HAP_XX.wav
happy,Audios - Train 1/Aug_1017_TIE_HAP_XX_PitchShiftRG_H0_TimeShifted_-15.15.wav
happy,Audios - Train 1/Aug_1017_TIE_HAP_XX_PitchShiftRG_L0_TimeShifted_4.6.wav
angry,Audios - Train 1/DC_a04.wav
angry,Audios - Train 1/Aug_DC_a04_PitchShiftRG_H0_TimeShifted_-80.34.wav
angry,Audios - Train 1/Aug_DC_a04_PitchShiftRG_L0_TimeShifted_6.94.wav
angry,Audios - Train 1/03-01-05-02-01-02-24.wav
angry,Audios - Train 1/Aug_03-01-05-02-01-02-24_PitchShiftRG_H0_TimeShifted_6.4.wav
angry,Audios - Train 1/Aug_03-01-05-02-01-02-24_PitchShiftRG_L0_TimeShifted_10.58.wav
angry,Audios - Train 1/1029_TAI_ANG_XX.wav
angry,Audios - Train 1/Aug_1029_TAI_ANG_XX_PitchShiftRG_H0_TimeShifted_5.07.wav
angry,Audios - Train 1/Aug_1029_TAI_ANG_XX_PitchShiftRG_L0_TimeShifted_8.16.wav
sad,Audios - Train 1/1066_TAI_SAD_XX.wav
sad,Audios - Train 1/Aug_1066_TAI_SAD_XX_PitchShiftRG_H0_TimeShifted_-136.5.wav
sad,Audios - Train 1/Aug_1066_TAI_SAD_XX_PitchShiftRG_L0_TimeShifted_13.01.wav
fear,Audios - Train 1/1007_TAI_FEA_XX.wav
fear,Audios - Train 1/Aug_1007_TAI_FEA_XX_PitchShiftRG_H0_TimeShifted_9.13.wav
fear,Audios - Train 1/Aug_1007_TAI_FEA_XX_PitchShiftRG_L0_TimeShifted_-40.28.wav
happy,Audios - Train 1/1043_ITS_HAP_XX.wav
happy,Audios - Train 1/Aug_1043_ITS_HAP_XX_PitchShiftRG_H0_TimeShifted_6.5.wav
happy,Audios - Train 1/Aug_1043_ITS_HAP_XX_PitchShiftRG_L0_TimeShifted_7.2.wav
happy,Audios - Train 1/1048_IEO_HAP_MD.wav
happy,Audios - Train 1/Aug_1048_IEO_HAP_MD_PitchShiftRG_H0_TimeShifted_12.54.wav
happy,Audios - Train 1/Aug_1048_IEO_HAP_MD_PitchShiftRG_L0_TimeShifted_-36.41.wav
fear,Audios - Train 1/1001_IEO_FEA_LO.wav
fear,Audios - Train 1/Aug_1001_IEO_FEA_LO_PitchShiftRG_H0_TimeShifted_51.86.wav
fear,Audios - Train 1/Aug_1001_IEO_FEA_LO_PitchShiftRG_L0_TimeShifted_1.78.wav
sad,Audios - Train 1/03-01-04-01-02-01-17.wav
sad,Audios - Train 1/Aug_03-01-04-01-02-01-17_PitchShiftRG_H0_TimeShifted_13.02.wav
sad,Audios - Train 1/Aug_03-01-04-01-02-01-17_PitchShiftRG_L0_TimeShifted_25.23.wav
happy,Audios - Train 1/03-01-03-01-02-02-08.wav
happy,Audios - Train 1/Aug_03-01-03-01-02-02-08_PitchShiftRG_H0_TimeShifted_5.72.wav
happy,Audios - Train 1/Aug_03-01-03-01-02-02-08_PitchShiftRG_L0_TimeShifted_8.48.wav
happy,Audios - Train 1/1037_ITH_HAP_XX.wav
happy,Audios - Train 1/Aug_1037_ITH_HAP_XX_PitchShiftRG_H0_TimeShifted_11.68.wav
happy,Audios - Train 1/Aug_1037_ITH_HAP_XX_PitchShiftRG_L0_TimeShifted_6.92.wav
fear,Audios - Train 1/OAF_doll_fear.wav
fear,Audios - Train 1/Aug_OAF_doll_fear_PitchShiftRG_H0_TimeShifted_2.06.wav
fear,Audios - Train 1/Aug_OAF_doll_fear_PitchShiftRG_L0_TimeShifted_7.43.wav
fear,Audios - Train 1/1073_IEO_FEA_LO.wav
fear,Audios - Train 1/Aug_1073_IEO_FEA_LO_PitchShiftRG_H0_TimeShifted_8.29.wav
fear,Audios - Train 1/Aug_1073_IEO_FEA_LO_PitchShiftRG_L0_TimeShifted_-9.87.wav
happy,Audios - Train 1/1021_IOM_HAP_XX.wav
happy,Audios - Train 1/Aug_1021_IOM_HAP_XX_PitchShiftRG_H0_TimeShifted_7.96.wav
happy,Audios - Train 1/Aug_1021_IOM_HAP_XX_PitchShiftRG_L0_TimeShifted_-21.95.wav
angry,Audios - Train 1/JE_a15.wav
angry,Audios - Train 1/Aug_JE_a15_PitchShiftRG_H0_TimeShifted_28.57.wav
angry,Audios - Train 1/Aug_JE_a15_PitchShiftRG_L0_TimeShifted_63.31.wav
happy,Audios - Train 1/03-01-03-01-01-02-06.wav
happy,Audios - Train 1/Aug_03-01-03-01-01-02-06_PitchShiftRG_H0_TimeShifted_42.93.wav
happy,Audios - Train 1/Aug_03-01-03-01-01-02-06_PitchShiftRG_L0_TimeShifted_73.82.wav
angry,Audios - Train 1/YAF_pick_angry.wav
angry,Audios - Train 1/Aug_YAF_pick_angry_PitchShiftRG_H0_TimeShifted_8.1.wav
angry,Audios - Train 1/Aug_YAF_pick_angry_PitchShiftRG_L0_TimeShifted_4.64.wav
fear,Audios - Train 1/1087_ITS_FEA_XX.wav
fear,Audios - Train 1/Aug_1087_ITS_FEA_XX_PitchShiftRG_H0_TimeShifted_16.92.wav
fear,Audios - Train 1/Aug_1087_ITS_FEA_XX_PitchShiftRG_L0_TimeShifted_6.0.wav
happy,Audios - Train 1/1014_IWL_HAP_XX.wav
happy,Audios - Train 1/Aug_1014_IWL_HAP_XX_PitchShiftRG_H0_TimeShifted_27.0.wav
happy,Audios - Train 1/Aug_1014_IWL_HAP_XX_PitchShiftRG_L0_TimeShifted_11.77.wav
fear,Audios - Train 1/YAF_wife_fear.wav
fear,Audios - Train 1/Aug_YAF_wife_fear_PitchShiftRG_H0_TimeShifted_15.52.wav
fear,Audios - Train 1/Aug_YAF_wife_fear_PitchShiftRG_L0_TimeShifted_-232.83.wav
angry,Audios - Train 1/YAF_bean_angry.wav
angry,Audios - Train 1/Aug_YAF_bean_angry_PitchShiftRG_H0_TimeShifted_-14.99.wav
angry,Audios - Train 1/Aug_YAF_bean_angry_PitchShiftRG_L0_TimeShifted_7.7.wav
angry,Audios - Train 1/1040_IEO_ANG_LO.wav
angry,Audios - Train 1/Aug_1040_IEO_ANG_LO_PitchShiftRG_H0_TimeShifted_3.29.wav
angry,Audios - Train 1/Aug_1040_IEO_ANG_LO_PitchShiftRG_L0_TimeShifted_7.66.wav
sad,Audios - Train 1/1059_IWW_SAD_XX.wav
sad,Audios - Train 1/Aug_1059_IWW_SAD_XX_PitchShiftRG_H0_TimeShifted_6.62.wav
sad,Audios - Train 1/Aug_1059_IWW_SAD_XX_PitchShiftRG_L0_TimeShifted_11.72.wav
angry,Audios - Train 1/1059_TIE_ANG_XX.wav
angry,Audios - Train 1/Aug_1059_TIE_ANG_XX_PitchShiftRG_H0_TimeShifted_5.59.wav
angry,Audios - Train 1/Aug_1059_TIE_ANG_XX_PitchShiftRG_L0_TimeShifted_-9.77.wav
happy,Audios - Train 1/1069_TIE_HAP_XX.wav
happy,Audios - Train 1/Aug_1069_TIE_HAP_XX_PitchShiftRG_H0_TimeShifted_14.03.wav
happy,Audios - Train 1/Aug_1069_TIE_HAP_XX_PitchShiftRG_L0_TimeShifted_6.17.wav
fear,Audios - Train 1/1030_IEO_FEA_LO.wav
fear,Audios - Train 1/Aug_1030_IEO_FEA_LO_PitchShiftRG_H0_TimeShifted_-29.92.wav
fear,Audios - Train 1/Aug_1030_IEO_FEA_LO_PitchShiftRG_L0_TimeShifted_2.36.wav
fear,Audios - Train 1/YAF_ton_fear.wav
fear,Audios - Train 1/Aug_YAF_ton_fear_PitchShiftRG_H0_TimeShifted_3.26.wav
fear,Audios - Train 1/Aug_YAF_ton_fear_PitchShiftRG_L0_TimeShifted_-16.61.wav
happy,Audios - Train 1/1058_TAI_HAP_XX.wav
happy,Audios - Train 1/Aug_1058_TAI_HAP_XX_PitchShiftRG_H0_TimeShifted_15.08.wav
happy,Audios - Train 1/Aug_1058_TAI_HAP_XX_PitchShiftRG_L0_TimeShifted_29.33.wav
fear,Audios - Train 1/1042_ITS_FEA_XX.wav
fear,Audios - Train 1/Aug_1042_ITS_FEA_XX_PitchShiftRG_H0_TimeShifted_30.54.wav
fear,Audios - Train 1/Aug_1042_ITS_FEA_XX_PitchShiftRG_L0_TimeShifted_-13.8.wav
fear,Audios - Train 1/OAF_chief_fear.wav
fear,Audios - Train 1/Aug_OAF_chief_fear_PitchShiftRG_H0_TimeShifted_14.2.wav
fear,Audios - Train 1/Aug_OAF_chief_fear_PitchShiftRG_L0_TimeShifted_4.73.wav
happy,Audios - Train 1/OAF_loaf_happy.wav
happy,Audios - Train 1/Aug_OAF_loaf_happy_PitchShiftRG_H0_TimeShifted_4.79.wav
happy,Audios - Train 1/Aug_OAF_loaf_happy_PitchShiftRG_L0_TimeShifted_32.73.wav
fear,Audios - Train 1/1080_ITS_FEA_XX.wav
fear,Audios - Train 1/Aug_1080_ITS_FEA_XX_PitchShiftRG_H0_TimeShifted_42.37.wav
fear,Audios - Train 1/Aug_1080_ITS_FEA_XX_PitchShiftRG_L0_TimeShifted_24.54.wav
angry,Audios - Train 1/1063_IOM_ANG_XX.wav
angry,Audios - Train 1/Aug_1063_IOM_ANG_XX_PitchShiftRG_H0_TimeShifted_8.18.wav
angry,Audios - Train 1/Aug_1063_IOM_ANG_XX_PitchShiftRG_L0_TimeShifted_2.82.wav
happy,Audios - Train 1/1062_ITH_HAP_XX.wav
happy,Audios - Train 1/Aug_1062_ITH_HAP_XX_PitchShiftRG_H0_TimeShifted_17.36.wav
happy,Audios - Train 1/Aug_1062_ITH_HAP_XX_PitchShiftRG_L0_TimeShifted_3.42.wav
sad,Audios - Train 1/1018_IEO_SAD_HI.wav
sad,Audios - Train 1/Aug_1018_IEO_SAD_HI_PitchShiftRG_H0_TimeShifted_38.12.wav
sad,Audios - Train 1/Aug_1018_IEO_SAD_HI_PitchShiftRG_L0_TimeShifted_-11.48.wav
happy,Audios - Train 1/1023_IEO_HAP_LO.wav
happy,Audios - Train 1/Aug_1023_IEO_HAP_LO_PitchShiftRG_H0_TimeShifted_9.79.wav
happy,Audios - Train 1/Aug_1023_IEO_HAP_LO_PitchShiftRG_L0_TimeShifted_-219.63.wav
sad,Audios - Train 1/YAF_white_sad.wav
sad,Audios - Train 1/Aug_YAF_white_sad_PitchShiftRG_H0_TimeShifted_17.41.wav
sad,Audios - Train 1/Aug_YAF_white_sad_PitchShiftRG_L0_TimeShifted_21.76.wav
fear,Audios - Train 1/1057_ITS_FEA_XX.wav
fear,Audios - Train 1/Aug_1057_ITS_FEA_XX_PitchShiftRG_H0_TimeShifted_-151.41.wav
fear,Audios - Train 1/Aug_1057_ITS_FEA_XX_PitchShiftRG_L0_TimeShifted_21.32.wav
fear,Audios - Train 1/03-01-06-02-02-02-19.wav
fear,Audios - Train 1/Aug_03-01-06-02-02-02-19_PitchShiftRG_H0_TimeShifted_73.89.wav
fear,Audios - Train 1/Aug_03-01-06-02-02-02-19_PitchShiftRG_L0_TimeShifted_5.57.wav
sad,Audios - Train 1/YAF_team_sad.wav
sad,Audios - Train 1/Aug_YAF_team_sad_PitchShiftRG_H0_TimeShifted_91.78.wav
sad,Audios - Train 1/Aug_YAF_team_sad_PitchShiftRG_L0_TimeShifted_6.56.wav
fear,Audios - Train 1/1032_IEO_FEA_HI.wav
fear,Audios - Train 1/Aug_1032_IEO_FEA_HI_PitchShiftRG_H0_TimeShifted_5.78.wav
fear,Audios - Train 1/Aug_1032_IEO_FEA_HI_PitchShiftRG_L0_TimeShifted_28.99.wav
sad,Audios - Train 1/1044_TSI_SAD_XX.wav
sad,Audios - Train 1/Aug_1044_TSI_SAD_XX_PitchShiftRG_H0_TimeShifted_3.95.wav
sad,Audios - Train 1/Aug_1044_TSI_SAD_XX_PitchShiftRG_L0_TimeShifted_4.89.wav
sad,Audios - Train 1/03-01-04-01-02-01-20.wav
sad,Audios - Train 1/Aug_03-01-04-01-02-01-20_PitchShiftRG_H0_TimeShifted_-17.49.wav
sad,Audios - Train 1/Aug_03-01-04-01-02-01-20_PitchShiftRG_L0_TimeShifted_12.55.wav
sad,Audios - Train 1/1050_IEO_SAD_HI.wav
sad,Audios - Train 1/Aug_1050_IEO_SAD_HI_PitchShiftRG_H0_TimeShifted_2.98.wav
sad,Audios - Train 1/Aug_1050_IEO_SAD_HI_PitchShiftRG_L0_TimeShifted_10.55.wav
happy,Audios - Train 1/1021_ITS_HAP_XX.wav
happy,Audios - Train 1/Aug_1021_ITS_HAP_XX_PitchShiftRG_H0_TimeShifted_3.92.wav
happy,Audios - Train 1/Aug_1021_ITS_HAP_XX_PitchShiftRG_L0_TimeShifted_26.12.wav
happy,Audios - Train 1/1008_IEO_HAP_MD.wav
happy,Audios - Train 1/Aug_1008_IEO_HAP_MD_PitchShiftRG_H0_TimeShifted_5.6.wav
happy,Audios - Train 1/Aug_1008_IEO_HAP_MD_PitchShiftRG_L0_TimeShifted_5.02.wav
sad,Audios - Train 1/1068_WSI_SAD_XX.wav
sad,Audios - Train 1/Aug_1068_WSI_SAD_XX_PitchShiftRG_H0_TimeShifted_3.3.wav
sad,Audios - Train 1/Aug_1068_WSI_SAD_XX_PitchShiftRG_L0_TimeShifted_17.87.wav
fear,Audios - Train 1/1089_IEO_FEA_HI.wav
fear,Audios - Train 1/Aug_1089_IEO_FEA_HI_PitchShiftRG_H0_TimeShifted_7.85.wav
fear,Audios - Train 1/Aug_1089_IEO_FEA_HI_PitchShiftRG_L0_TimeShifted_-38.75.wav
happy,Audios - Train 1/1045_IEO_HAP_LO.wav
happy,Audios - Train 1/Aug_1045_IEO_HAP_LO_PitchShiftRG_H0_TimeShifted_-23.66.wav
happy,Audios - Train 1/Aug_1045_IEO_HAP_LO_PitchShiftRG_L0_TimeShifted_8.3.wav
angry,Audios - Train 1/1058_TSI_ANG_XX.wav
angry,Audios - Train 1/Aug_1058_TSI_ANG_XX_PitchShiftRG_H0_TimeShifted_10.04.wav
angry,Audios - Train 1/Aug_1058_TSI_ANG_XX_PitchShiftRG_L0_TimeShifted_6.41.wav
fear,Audios - Train 1/1034_DFA_FEA_XX.wav
fear,Audios - Train 1/Aug_1034_DFA_FEA_XX_PitchShiftRG_H0_TimeShifted_7.32.wav
fear,Audios - Train 1/Aug_1034_DFA_FEA_XX_PitchShiftRG_L0_TimeShifted_67.28.wav
happy,Audios - Train 1/YAF_voice_happy.wav
happy,Audios - Train 1/Aug_YAF_voice_happy_PitchShiftRG_H0_TimeShifted_68.59.wav
happy,Audios - Train 1/Aug_YAF_voice_happy_PitchShiftRG_L0_TimeShifted_2.84.wav
fear,Audios - Train 1/03-01-06-02-01-01-07.wav
fear,Audios - Train 1/Aug_03-01-06-02-01-01-07_PitchShiftRG_H0_TimeShifted_7.86.wav
fear,Audios - Train 1/Aug_03-01-06-02-01-01-07_PitchShiftRG_L0_TimeShifted_-45.93.wav
sad,Audios - Train 1/03-01-04-01-01-01-01.wav
sad,Audios - Train 1/Aug_03-01-04-01-01-01-01_PitchShiftRG_H0_TimeShifted_36.65.wav
sad,Audios - Train 1/Aug_03-01-04-01-01-01-01_PitchShiftRG_L0_TimeShifted_7.34.wav
happy,Audios - Train 1/1056_ITH_HAP_XX.wav
happy,Audios - Train 1/Aug_1056_ITH_HAP_XX_PitchShiftRG_H0_TimeShifted_21.39.wav
happy,Audios - Train 1/Aug_1056_ITH_HAP_XX_PitchShiftRG_L0_TimeShifted_4.63.wav
angry,Audios - Train 1/1072_IEO_ANG_LO.wav
angry,Audios - Train 1/Aug_1072_IEO_ANG_LO_PitchShiftRG_H0_TimeShifted_41.4.wav
angry,Audios - Train 1/Aug_1072_IEO_ANG_LO_PitchShiftRG_L0_TimeShifted_11.41.wav
fear,Audios - Train 1/1014_IWW_FEA_XX.wav
fear,Audios - Train 1/Aug_1014_IWW_FEA_XX_PitchShiftRG_H0_TimeShifted_16.21.wav
fear,Audios - Train 1/Aug_1014_IWW_FEA_XX_PitchShiftRG_L0_TimeShifted_80.46.wav
fear,Audios - Train 1/JE_f03.wav
fear,Audios - Train 1/Aug_JE_f03_PitchShiftRG_H0_TimeShifted_12.49.wav
fear,Audios - Train 1/Aug_JE_f03_PitchShiftRG_L0_TimeShifted_-17.62.wav
happy,Audios - Train 1/1066_TAI_HAP_XX.wav
happy,Audios - Train 1/Aug_1066_TAI_HAP_XX_PitchShiftRG_H0_TimeShifted_3.87.wav
happy,Audios - Train 1/Aug_1066_TAI_HAP_XX_PitchShiftRG_L0_TimeShifted_18.8.wav
sad,Audios - Train 1/1037_TAI_SAD_XX.wav
sad,Audios - Train 1/Aug_1037_TAI_SAD_XX_PitchShiftRG_H0_TimeShifted_26.96.wav
sad,Audios - Train 1/Aug_1037_TAI_SAD_XX_PitchShiftRG_L0_TimeShifted_10.85.wav
angry,Audios - Train 1/YAF_five_angry.wav
angry,Audios - Train 1/Aug_YAF_five_angry_PitchShiftRG_H0_TimeShifted_3.26.wav
angry,Audios - Train 1/Aug_YAF_five_angry_PitchShiftRG_L0_TimeShifted_32.39.wav
fear,Audios - Train 1/OAF_take_fear.wav
fear,Audios - Train 1/Aug_OAF_take_fear_PitchShiftRG_H0_TimeShifted_5.2.wav
fear,Audios - Train 1/Aug_OAF_take_fear_PitchShiftRG_L0_TimeShifted_7.98.wav
sad,Audios - Train 1/OAF_mess_sad.wav
sad,Audios - Train 1/Aug_OAF_mess_sad_PitchShiftRG_H0_TimeShifted_-84.37.wav
sad,Audios - Train 1/Aug_OAF_mess_sad_PitchShiftRG_L0_TimeShifted_3.87.wav
happy,Audios - Train 1/1083_IWL_HAP_XX.wav
happy,Audios - Train 1/Aug_1083_IWL_HAP_XX_PitchShiftRG_H0_TimeShifted_-12.34.wav
happy,Audios - Train 1/Aug_1083_IWL_HAP_XX_PitchShiftRG_L0_TimeShifted_11.92.wav
happy,Audios - Train 1/1023_IEO_HAP_MD.wav
happy,Audios - Train 1/Aug_1023_IEO_HAP_MD_PitchShiftRG_H0_TimeShifted_25.28.wav
