Emotions,Path
disgust,Audios - Train 2/Aug_03-01-07-01-02-01-16_PitchShiftRG_H0_TimeShifted_3.12.wav
disgust,Audios - Train 2/Aug_03-01-07-01-02-01-16_PitchShiftRG_L0_TimeShifted_4.71.wav
surprise,Audios - Train 2/03-01-08-02-02-02-22.wav
surprise,Audios - Train 2/Aug_03-01-08-02-02-02-22_PitchShiftRG_H0_TimeShifted_5.96.wav
surprise,Audios - Train 2/Aug_03-01-08-02-02-02-22_PitchShiftRG_L0_TimeShifted_5.71.wav
surprise,Audios - Train 2/03-01-08-01-01-02-17.wav
surprise,Audios - Train 2/Aug_03-01-08-01-01-02-17_PitchShiftRG_H0_TimeShifted_12.33.wav
surprise,Audios - Train 2/Aug_03-01-08-01-01-02-17_PitchShiftRG_L0_TimeShifted_7.57.wav
sad,Audios - Train 2/03-01-04-02-02-02-08.wav
sad,Audios - Train 2/Aug_03-01-04-02-02-02-08_PitchShiftRG_H0_TimeShifted_10.32.wav
sad,Audios - Train 2/Aug_03-01-04-02-02-02-08_PitchShiftRG_L0_TimeShifted_4.35.wav
happy,Audios - Train 2/03-01-03-02-02-02-10.wav
happy,Audios - Train 2/Aug_03-01-03-02-02-02-10_PitchShiftRG_H0_TimeShifted_7.7.wav
happy,Audios - Train 2/Aug_03-01-03-02-02-02-10_PitchShiftRG_L0_TimeShifted_15.85.wav
happy,Audios - Train 2/03-01-03-02-01-02-21.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-02-21_PitchShiftRG_H0_TimeShifted_6.12.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-02-21_PitchShiftRG_L0_TimeShifted_6.16.wav
happy,Audios - Train 2/03-01-03-02-01-01-01.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-01-01_PitchShiftRG_H0_TimeShifted_4.27.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-01-01_PitchShiftRG_L0_TimeShifted_104.68.wav
happy,Audios - Train 2/03-01-03-02-02-01-04.wav
happy,Audios - Train 2/Aug_03-01-03-02-02-01-04_PitchShiftRG_H0_TimeShifted_8.67.wav
happy,Audios - Train 2/Aug_03-01-03-02-02-01-04_PitchShiftRG_L0_TimeShifted_8.09.wav
happy,Audios - Train 2/03-01-03-02-01-01-19.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-01-19_PitchShiftRG_H0_TimeShifted_9.26.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-01-19_PitchShiftRG_L0_TimeShifted_-1038.66.wav
fear,Audios - Train 2/03-01-06-01-01-02-06.wav
fear,Audios - Train 2/Aug_03-01-06-01-01-02-06_PitchShiftRG_H0_TimeShifted_34.13.wav
fear,Audios - Train 2/Aug_03-01-06-01-01-02-06_PitchShiftRG_L0_TimeShifted_4.81.wav
happy,Audios - Train 2/03-01-03-01-02-02-17.wav
happy,Audios - Train 2/Aug_03-01-03-01-02-02-17_PitchShiftRG_H0_TimeShifted_10.37.wav
happy,Audios - Train 2/Aug_03-01-03-01-02-02-17_PitchShiftRG_L0_TimeShifted_8.62.wav
surprise,Audios - Train 2/03-01-08-01-01-02-22.wav
surprise,Audios - Train 2/Aug_03-01-08-01-01-02-22_PitchShiftRG_H0_TimeShifted_8.69.wav
surprise,Audios - Train 2/Aug_03-01-08-01-01-02-22_PitchShiftRG_L0_TimeShifted_17.95.wav
neutral,Audios - Train 2/03-01-01-01-01-01-02.wav
neutral,Audios - Train 2/Aug_03-01-01-01-01-01-02_PitchShiftRG_H0_TimeShifted_9.26.wav
neutral,Audios - Train 2/Aug_03-01-01-01-01-01-02_PitchShiftRG_L0_TimeShifted_11.37.wav
neutral,Audios - Train 2/03-01-01-01-02-01-05.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-01-05_PitchShiftRG_H0_TimeShifted_7.91.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-01-05_PitchShiftRG_L0_TimeShifted_3.6.wav
surprise,Audios - Train 2/03-01-08-01-01-01-07.wav
surprise,Audios - Train 2/Aug_03-01-08-01-01-01-07_PitchShiftRG_H0_TimeShifted_461.1.wav
surprise,Audios - Train 2/Aug_03-01-08-01-01-01-07_PitchShiftRG_L0_TimeShifted_8.94.wav
fear,Audios - Train 2/03-01-06-02-01-01-11.wav
fear,Audios - Train 2/Aug_03-01-06-02-01-01-11_PitchShiftRG_H0_TimeShifted_5.11.wav
fear,Audios - Train 2/Aug_03-01-06-02-01-01-11_PitchShiftRG_L0_TimeShifted_4.84.wav
surprise,Audios - Train 2/03-01-08-02-01-01-11.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-01-11_PitchShiftRG_H0_TimeShifted_8.69.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-01-11_PitchShiftRG_L0_TimeShifted_3.68.wav
happy,Audios - Train 2/03-01-03-02-01-01-04.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-01-04_PitchShiftRG_H0_TimeShifted_12.78.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-01-04_PitchShiftRG_L0_TimeShifted_8.46.wav
neutral,Audios - Train 2/03-01-01-01-02-02-17.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-02-17_PitchShiftRG_H0_TimeShifted_9.85.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-02-17_PitchShiftRG_L0_TimeShifted_3.41.wav
happy,Audios - Train 2/03-01-03-01-01-02-15.wav
happy,Audios - Train 2/Aug_03-01-03-01-01-02-15_PitchShiftRG_H0_TimeShifted_19.51.wav
happy,Audios - Train 2/Aug_03-01-03-01-01-02-15_PitchShiftRG_L0_TimeShifted_5.06.wav
surprise,Audios - Train 2/03-01-08-01-01-02-14.wav
surprise,Audios - Train 2/Aug_03-01-08-01-01-02-14_PitchShiftRG_H0_TimeShifted_1402.72.wav
surprise,Audios - Train 2/Aug_03-01-08-01-01-02-14_PitchShiftRG_L0_TimeShifted_8.13.wav
angry,Audios - Train 2/03-01-05-02-02-02-24.wav
angry,Audios - Train 2/Aug_03-01-05-02-02-02-24_PitchShiftRG_H0_TimeShifted_12.01.wav
angry,Audios - Train 2/Aug_03-01-05-02-02-02-24_PitchShiftRG_L0_TimeShifted_8.66.wav
surprise,Audios - Train 2/03-01-08-02-01-01-22.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-01-22_PitchShiftRG_H0_TimeShifted_6.77.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-01-22_PitchShiftRG_L0_TimeShifted_9.0.wav
surprise,Audios - Train 2/03-01-08-02-02-02-10.wav
surprise,Audios - Train 2/Aug_03-01-08-02-02-02-10_PitchShiftRG_H0_TimeShifted_6.75.wav
surprise,Audios - Train 2/Aug_03-01-08-02-02-02-10_PitchShiftRG_L0_TimeShifted_11.06.wav
sad,Audios - Train 2/03-01-04-02-02-01-12.wav
sad,Audios - Train 2/Aug_03-01-04-02-02-01-12_PitchShiftRG_H0_TimeShifted_18.99.wav
sad,Audios - Train 2/Aug_03-01-04-02-02-01-12_PitchShiftRG_L0_TimeShifted_14.47.wav
surprise,Audios - Train 2/03-01-08-01-02-01-04.wav
surprise,Audios - Train 2/Aug_03-01-08-01-02-01-04_PitchShiftRG_H0_TimeShifted_6.84.wav
surprise,Audios - Train 2/Aug_03-01-08-01-02-01-04_PitchShiftRG_L0_TimeShifted_6.94.wav
calm,Audios - Train 2/03-01-02-02-02-01-17.wav
calm,Audios - Train 2/Aug_03-01-02-02-02-01-17_PitchShiftRG_H0_TimeShifted_8.75.wav
calm,Audios - Train 2/Aug_03-01-02-02-02-01-17_PitchShiftRG_L0_TimeShifted_5.32.wav
fear,Audios - Train 2/03-01-06-02-01-02-01.wav
fear,Audios - Train 2/Aug_03-01-06-02-01-02-01_PitchShiftRG_H0_TimeShifted_6.07.wav
fear,Audios - Train 2/Aug_03-01-06-02-01-02-01_PitchShiftRG_L0_TimeShifted_6.92.wav
surprise,Audios - Train 2/03-01-08-02-02-01-19.wav
surprise,Audios - Train 2/Aug_03-01-08-02-02-01-19_PitchShiftRG_H0_TimeShifted_5.7.wav
surprise,Audios - Train 2/Aug_03-01-08-02-02-01-19_PitchShiftRG_L0_TimeShifted_5.07.wav
surprise,Audios - Train 2/03-01-08-02-01-02-16.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-02-16_PitchShiftRG_H0_TimeShifted_5.25.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-02-16_PitchShiftRG_L0_TimeShifted_4.43.wav
angry,Audios - Train 2/03-01-05-01-01-02-13.wav
angry,Audios - Train 2/Aug_03-01-05-01-01-02-13_PitchShiftRG_H0_TimeShifted_16.32.wav
angry,Audios - Train 2/Aug_03-01-05-01-01-02-13_PitchShiftRG_L0_TimeShifted_-16.09.wav
disgust,Audios - Train 2/03-01-07-01-01-02-03.wav
disgust,Audios - Train 2/Aug_03-01-07-01-01-02-03_PitchShiftRG_H0_TimeShifted_5.63.wav
disgust,Audios - Train 2/Aug_03-01-07-01-01-02-03_PitchShiftRG_L0_TimeShifted_13.75.wav
sad,Audios - Train 2/03-01-04-02-01-02-16.wav
sad,Audios - Train 2/Aug_03-01-04-02-01-02-16_PitchShiftRG_H0_TimeShifted_7.44.wav
sad,Audios - Train 2/Aug_03-01-04-02-01-02-16_PitchShiftRG_L0_TimeShifted_6.63.wav
happy,Audios - Train 2/03-01-03-01-02-01-13.wav
happy,Audios - Train 2/Aug_03-01-03-01-02-01-13_PitchShiftRG_H0_TimeShifted_4.32.wav
happy,Audios - Train 2/Aug_03-01-03-01-02-01-13_PitchShiftRG_L0_TimeShifted_3.38.wav
happy,Audios - Train 2/03-01-03-02-01-01-09.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-01-09_PitchShiftRG_H0_TimeShifted_18.81.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-01-09_PitchShiftRG_L0_TimeShifted_7.31.wav
neutral,Audios - Train 2/03-01-01-01-01-01-16.wav
neutral,Audios - Train 2/Aug_03-01-01-01-01-01-16_PitchShiftRG_H0_TimeShifted_3.48.wav
neutral,Audios - Train 2/Aug_03-01-01-01-01-01-16_PitchShiftRG_L0_TimeShifted_-38.27.wav
angry,Audios - Train 2/03-01-05-02-01-01-14.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-01-14_PitchShiftRG_H0_TimeShifted_6.91.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-01-14_PitchShiftRG_L0_TimeShifted_29.64.wav
disgust,Audios - Train 2/03-01-07-02-01-01-02.wav
disgust,Audios - Train 2/Aug_03-01-07-02-01-01-02_PitchShiftRG_H0_TimeShifted_10.03.wav
disgust,Audios - Train 2/Aug_03-01-07-02-01-01-02_PitchShiftRG_L0_TimeShifted_8.08.wav
calm,Audios - Train 2/03-01-02-02-01-02-03.wav
calm,Audios - Train 2/Aug_03-01-02-02-01-02-03_PitchShiftRG_H0_TimeShifted_4.94.wav
calm,Audios - Train 2/Aug_03-01-02-02-01-02-03_PitchShiftRG_L0_TimeShifted_7.97.wav
calm,Audios - Train 2/03-01-02-01-02-02-16.wav
calm,Audios - Train 2/Aug_03-01-02-01-02-02-16_PitchShiftRG_H0_TimeShifted_5.08.wav
calm,Audios - Train 2/Aug_03-01-02-01-02-02-16_PitchShiftRG_L0_TimeShifted_4.4.wav
disgust,Audios - Train 2/03-01-07-01-01-01-21.wav
disgust,Audios - Train 2/Aug_03-01-07-01-01-01-21_PitchShiftRG_H0_TimeShifted_6.12.wav
disgust,Audios - Train 2/Aug_03-01-07-01-01-01-21_PitchShiftRG_L0_TimeShifted_5.96.wav
disgust,Audios - Train 2/03-01-07-02-02-02-17.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-02-17_PitchShiftRG_H0_TimeShifted_4.61.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-02-17_PitchShiftRG_L0_TimeShifted_5.58.wav
fear,Audios - Train 2/03-01-06-02-02-02-09.wav
fear,Audios - Train 2/Aug_03-01-06-02-02-02-09_PitchShiftRG_H0_TimeShifted_6.71.wav
fear,Audios - Train 2/Aug_03-01-06-02-02-02-09_PitchShiftRG_L0_TimeShifted_6.51.wav
neutral,Audios - Train 2/03-01-01-01-02-02-16.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-02-16_PitchShiftRG_H0_TimeShifted_6.46.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-02-16_PitchShiftRG_L0_TimeShifted_3.03.wav
angry,Audios - Train 2/03-01-05-02-02-02-21.wav
angry,Audios - Train 2/Aug_03-01-05-02-02-02-21_PitchShiftRG_H0_TimeShifted_6.83.wav
angry,Audios - Train 2/Aug_03-01-05-02-02-02-21_PitchShiftRG_L0_TimeShifted_4.45.wav
neutral,Audios - Train 2/03-01-01-01-02-01-10.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-01-10_PitchShiftRG_H0_TimeShifted_4.98.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-01-10_PitchShiftRG_L0_TimeShifted_5.27.wav
fear,Audios - Train 2/03-01-06-01-01-02-08.wav
fear,Audios - Train 2/Aug_03-01-06-01-01-02-08_PitchShiftRG_H0_TimeShifted_3.52.wav
fear,Audios - Train 2/Aug_03-01-06-01-01-02-08_PitchShiftRG_L0_TimeShifted_-26.15.wav
happy,Audios - Train 2/03-01-03-01-02-02-03.wav
happy,Audios - Train 2/Aug_03-01-03-01-02-02-03_PitchShiftRG_H0_TimeShifted_4.98.wav
happy,Audios - Train 2/Aug_03-01-03-01-02-02-03_PitchShiftRG_L0_TimeShifted_5.6.wav
happy,Audios - Train 2/03-01-03-02-01-02-13.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-02-13_PitchShiftRG_H0_TimeShifted_4.62.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-02-13_PitchShiftRG_L0_TimeShifted_84.13.wav
neutral,Audios - Train 2/03-01-01-01-02-01-18.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-01-18_PitchShiftRG_H0_TimeShifted_11.5.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-01-18_PitchShiftRG_L0_TimeShifted_12.18.wav
fear,Audios - Train 2/03-01-06-02-02-01-15.wav
fear,Audios - Train 2/Aug_03-01-06-02-02-01-15_PitchShiftRG_H0_TimeShifted_5.21.wav
fear,Audios - Train 2/Aug_03-01-06-02-02-01-15_PitchShiftRG_L0_TimeShifted_4.85.wav
surprise,Audios - Train 2/03-01-08-02-02-01-02.wav
surprise,Audios - Train 2/Aug_03-01-08-02-02-01-02_PitchShiftRG_H0_TimeShifted_14.74.wav
surprise,Audios - Train 2/Aug_03-01-08-02-02-01-02_PitchShiftRG_L0_TimeShifted_5.99.wav
surprise,Audios - Train 2/03-01-08-02-01-01-20.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-01-20_PitchShiftRG_H0_TimeShifted_6.72.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-01-20_PitchShiftRG_L0_TimeShifted_6.54.wav
calm,Audios - Train 2/03-01-02-02-02-01-01.wav
calm,Audios - Train 2/Aug_03-01-02-02-02-01-01_PitchShiftRG_H0_TimeShifted_30.19.wav
calm,Audios - Train 2/Aug_03-01-02-02-02-01-01_PitchShiftRG_L0_TimeShifted_5.78.wav
calm,Audios - Train 2/03-01-02-01-01-02-10.wav
calm,Audios - Train 2/Aug_03-01-02-01-01-02-10_PitchShiftRG_H0_TimeShifted_9.72.wav
calm,Audios - Train 2/Aug_03-01-02-01-01-02-10_PitchShiftRG_L0_TimeShifted_13.12.wav
angry,Audios - Train 2/03-01-05-02-02-02-01.wav
angry,Audios - Train 2/Aug_03-01-05-02-02-02-01_PitchShiftRG_H0_TimeShifted_8.94.wav
angry,Audios - Train 2/Aug_03-01-05-02-02-02-01_PitchShiftRG_L0_TimeShifted_24.98.wav
sad,Audios - Train 2/03-01-04-01-02-01-06.wav
sad,Audios - Train 2/Aug_03-01-04-01-02-01-06_PitchShiftRG_H0_TimeShifted_3.74.wav
sad,Audios - Train 2/Aug_03-01-04-01-02-01-06_PitchShiftRG_L0_TimeShifted_9.72.wav
angry,Audios - Train 2/03-01-05-02-02-01-06.wav
angry,Audios - Train 2/Aug_03-01-05-02-02-01-06_PitchShiftRG_H0_TimeShifted_28.73.wav
angry,Audios - Train 2/Aug_03-01-05-02-02-01-06_PitchShiftRG_L0_TimeShifted_8.31.wav
disgust,Audios - Train 2/03-01-07-02-02-01-13.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-01-13_PitchShiftRG_H0_TimeShifted_4.53.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-01-13_PitchShiftRG_L0_TimeShifted_8.28.wav
fear,Audios - Train 2/03-01-06-01-01-02-15.wav
fear,Audios - Train 2/Aug_03-01-06-01-01-02-15_PitchShiftRG_H0_TimeShifted_5.4.wav
fear,Audios - Train 2/Aug_03-01-06-01-01-02-15_PitchShiftRG_L0_TimeShifted_10.3.wav
surprise,Audios - Train 2/03-01-08-02-01-02-20.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-02-20_PitchShiftRG_H0_TimeShifted_4.27.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-02-20_PitchShiftRG_L0_TimeShifted_6.41.wav
angry,Audios - Train 2/03-01-05-01-01-01-22.wav
angry,Audios - Train 2/Aug_03-01-05-01-01-01-22_PitchShiftRG_H0_TimeShifted_14.44.wav
angry,Audios - Train 2/Aug_03-01-05-01-01-01-22_PitchShiftRG_L0_TimeShifted_5.57.wav
fear,Audios - Train 2/03-01-06-01-02-01-19.wav
fear,Audios - Train 2/Aug_03-01-06-01-02-01-19_PitchShiftRG_H0_TimeShifted_5.14.wav
fear,Audios - Train 2/Aug_03-01-06-01-02-01-19_PitchShiftRG_L0_TimeShifted_9.58.wav
neutral,Audios - Train 2/03-01-01-01-02-01-11.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-01-11_PitchShiftRG_H0_TimeShifted_6.8.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-01-11_PitchShiftRG_L0_TimeShifted_5.68.wav
happy,Audios - Train 2/03-01-03-01-01-02-04.wav
happy,Audios - Train 2/Aug_03-01-03-01-01-02-04_PitchShiftRG_H0_TimeShifted_11.48.wav
happy,Audios - Train 2/Aug_03-01-03-01-01-02-04_PitchShiftRG_L0_TimeShifted_8.67.wav
disgust,Audios - Train 2/03-01-07-01-01-02-04.wav
disgust,Audios - Train 2/Aug_03-01-07-01-01-02-04_PitchShiftRG_H0_TimeShifted_6.23.wav
disgust,Audios - Train 2/Aug_03-01-07-01-01-02-04_PitchShiftRG_L0_TimeShifted_8.86.wav
sad,Audios - Train 2/03-01-04-01-02-02-10.wav
sad,Audios - Train 2/Aug_03-01-04-01-02-02-10_PitchShiftRG_H0_TimeShifted_18.53.wav
sad,Audios - Train 2/Aug_03-01-04-01-02-02-10_PitchShiftRG_L0_TimeShifted_13.42.wav
sad,Audios - Train 2/03-01-04-01-02-01-04.wav
sad,Audios - Train 2/Aug_03-01-04-01-02-01-04_PitchShiftRG_H0_TimeShifted_21.3.wav
sad,Audios - Train 2/Aug_03-01-04-01-02-01-04_PitchShiftRG_L0_TimeShifted_4.1.wav
surprise,Audios - Train 2/03-01-08-02-01-02-01.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-02-01_PitchShiftRG_H0_TimeShifted_4.36.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-02-01_PitchShiftRG_L0_TimeShifted_6.0.wav
happy,Audios - Train 2/03-01-03-01-02-02-07.wav
happy,Audios - Train 2/Aug_03-01-03-01-02-02-07_PitchShiftRG_H0_TimeShifted_6.51.wav
happy,Audios - Train 2/Aug_03-01-03-01-02-02-07_PitchShiftRG_L0_TimeShifted_28.58.wav
angry,Audios - Train 2/03-01-05-02-01-02-06.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-02-06_PitchShiftRG_H0_TimeShifted_3.99.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-02-06_PitchShiftRG_L0_TimeShifted_8.39.wav
disgust,Audios - Train 2/03-01-07-01-02-01-13.wav
disgust,Audios - Train 2/Aug_03-01-07-01-02-01-13_PitchShiftRG_H0_TimeShifted_6.05.wav
disgust,Audios - Train 2/Aug_03-01-07-01-02-01-13_PitchShiftRG_L0_TimeShifted_7.13.wav
happy,Audios - Train 2/03-01-03-02-01-02-06.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-02-06_PitchShiftRG_H0_TimeShifted_6.8.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-02-06_PitchShiftRG_L0_TimeShifted_15.82.wav
surprise,Audios - Train 2/03-01-08-02-02-01-10.wav
surprise,Audios - Train 2/Aug_03-01-08-02-02-01-10_PitchShiftRG_H0_TimeShifted_4.09.wav
surprise,Audios - Train 2/Aug_03-01-08-02-02-01-10_PitchShiftRG_L0_TimeShifted_11.96.wav
angry,Audios - Train 2/03-01-05-02-01-02-21.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-02-21_PitchShiftRG_H0_TimeShifted_15.69.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-02-21_PitchShiftRG_L0_TimeShifted_4.43.wav
fear,Audios - Train 2/03-01-06-01-02-01-10.wav
fear,Audios - Train 2/Aug_03-01-06-01-02-01-10_PitchShiftRG_H0_TimeShifted_17.02.wav
fear,Audios - Train 2/Aug_03-01-06-01-02-01-10_PitchShiftRG_L0_TimeShifted_14.53.wav
fear,Audios - Train 2/03-01-06-01-01-01-04.wav
fear,Audios - Train 2/Aug_03-01-06-01-01-01-04_PitchShiftRG_H0_TimeShifted_18.11.wav
fear,Audios - Train 2/Aug_03-01-06-01-01-01-04_PitchShiftRG_L0_TimeShifted_6.13.wav
disgust,Audios - Train 2/03-01-07-01-01-02-20.wav
disgust,Audios - Train 2/Aug_03-01-07-01-01-02-20_PitchShiftRG_H0_TimeShifted_8.32.wav
disgust,Audios - Train 2/Aug_03-01-07-01-01-02-20_PitchShiftRG_L0_TimeShifted_10.62.wav
angry,Audios - Train 2/03-01-05-01-01-01-16.wav
angry,Audios - Train 2/Aug_03-01-05-01-01-01-16_PitchShiftRG_H0_TimeShifted_-162.6.wav
angry,Audios - Train 2/Aug_03-01-05-01-01-01-16_PitchShiftRG_L0_TimeShifted_6.83.wav
surprise,Audios - Train 2/03-01-08-01-02-02-04.wav
surprise,Audios - Train 2/Aug_03-01-08-01-02-02-04_PitchShiftRG_H0_TimeShifted_5.54.wav
surprise,Audios - Train 2/Aug_03-01-08-01-02-02-04_PitchShiftRG_L0_TimeShifted_4.96.wav
neutral,Audios - Train 2/03-01-01-01-02-02-12.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-02-12_PitchShiftRG_H0_TimeShifted_8.11.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-02-12_PitchShiftRG_L0_TimeShifted_11.57.wav
surprise,Audios - Train 2/03-01-08-01-01-01-01.wav
surprise,Audios - Train 2/Aug_03-01-08-01-01-01-01_PitchShiftRG_H0_TimeShifted_9.4.wav
surprise,Audios - Train 2/Aug_03-01-08-01-01-01-01_PitchShiftRG_L0_TimeShifted_6.55.wav
disgust,Audios - Train 2/03-01-07-02-02-01-04.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-01-04_PitchShiftRG_H0_TimeShifted_6.54.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-01-04_PitchShiftRG_L0_TimeShifted_7.12.wav
calm,Audios - Train 2/03-01-02-02-01-02-16.wav
calm,Audios - Train 2/Aug_03-01-02-02-01-02-16_PitchShiftRG_H0_TimeShifted_20.85.wav
calm,Audios - Train 2/Aug_03-01-02-02-01-02-16_PitchShiftRG_L0_TimeShifted_5.71.wav
sad,Audios - Train 2/03-01-04-01-01-02-15.wav
sad,Audios - Train 2/Aug_03-01-04-01-01-02-15_PitchShiftRG_H0_TimeShifted_12.79.wav
sad,Audios - Train 2/Aug_03-01-04-01-01-02-15_PitchShiftRG_L0_TimeShifted_13.71.wav
happy,Audios - Train 2/03-01-03-01-01-01-11.wav
happy,Audios - Train 2/Aug_03-01-03-01-01-01-11_PitchShiftRG_H0_TimeShifted_5.29.wav
happy,Audios - Train 2/Aug_03-01-03-01-01-01-11_PitchShiftRG_L0_TimeShifted_30.96.wav
angry,Audios - Train 2/03-01-05-02-01-01-03.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-01-03_PitchShiftRG_H0_TimeShifted_9.22.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-01-03_PitchShiftRG_L0_TimeShifted_5.92.wav
