Emotions,Path
neutral,Audios - Train 1/03-01-01-01-02-01-05.wav
neutral,Audios - Train 1/Aug_03-01-01-01-02-01-05_PitchShiftRG_H0_TimeShifted_18.13.wav
neutral,Audios - Train 1/Aug_03-01-01-01-02-01-05_PitchShiftRG_L0_TimeShifted_11.95.wav
surprise,Audios - Train 1/03-01-08-01-01-01-07.wav
surprise,Audios - Train 1/Aug_03-01-08-01-01-01-07_PitchShiftRG_H0_TimeShifted_7.81.wav
surprise,Audios - Train 1/Aug_03-01-08-01-01-01-07_PitchShiftRG_L0_TimeShifted_5.47.wav
fear,Audios - Train 1/03-01-06-02-01-01-11.wav
fear,Audios - Train 1/Aug_03-01-06-02-01-01-11_PitchShiftRG_H0_TimeShifted_5.06.wav
fear,Audios - Train 1/Aug_03-01-06-02-01-01-11_PitchShiftRG_L0_TimeShifted_11.65.wav
surprise,Audios - Train 1/03-01-08-02-01-01-11.wav
surprise,Audios - Train 1/Aug_03-01-08-02-01-01-11_PitchShiftRG_H0_TimeShifted_8.67.wav
surprise,Audios - Train 1/Aug_03-01-08-02-01-01-11_PitchShiftRG_L0_TimeShifted_21.22.wav
happy,Audios - Train 1/03-01-03-02-01-01-04.wav
happy,Audios - Train 1/Aug_03-01-03-02-01-01-04_PitchShiftRG_H0_TimeShifted_8.12.wav
happy,Audios - Train 1/Aug_03-01-03-02-01-01-04_PitchShiftRG_L0_TimeShifted_22.67.wav
neutral,Audios - Train 1/03-01-01-01-02-02-17.wav
neutral,Audios - Train 1/Aug_03-01-01-01-02-02-17_PitchShiftRG_H0_TimeShifted_7.32.wav
neutral,Audios - Train 1/Aug_03-01-01-01-02-02-17_PitchShiftRG_L0_TimeShifted_9.62.wav
happy,Audios - Train 1/03-01-03-01-01-02-15.wav
happy,Audios - Train 1/Aug_03-01-03-01-01-02-15_PitchShiftRG_H0_TimeShifted_5.67.wav
happy,Audios - Train 1/Aug_03-01-03-01-01-02-15_PitchShiftRG_L0_TimeShifted_26.88.wav
surprise,Audios - Train 1/03-01-08-01-01-02-14.wav
surprise,Audios - Train 1/Aug_03-01-08-01-01-02-14_PitchShiftRG_H0_TimeShifted_2834.13.wav
surprise,Audios - Train 1/Aug_03-01-08-01-01-02-14_PitchShiftRG_L0_TimeShifted_11.23.wav
angry,Audios - Train 1/03-01-05-02-02-02-24.wav
angry,Audios - Train 1/Aug_03-01-05-02-02-02-24_PitchShiftRG_H0_TimeShifted_-42.17.wav
angry,Audios - Train 1/Aug_03-01-05-02-02-02-24_PitchShiftRG_L0_TimeShifted_-41.06.wav
surprise,Audios - Train 1/03-01-08-02-01-01-22.wav
surprise,Audios - Train 1/Aug_03-01-08-02-01-01-22_PitchShiftRG_H0_TimeShifted_-286.08.wav
surprise,Audios - Train 1/Aug_03-01-08-02-01-01-22_PitchShiftRG_L0_TimeShifted_7.8.wav
surprise,Audios - Train 1/03-01-08-02-02-02-10.wav
surprise,Audios - Train 1/Aug_03-01-08-02-02-02-10_PitchShiftRG_H0_TimeShifted_6.59.wav
surprise,Audios - Train 1/Aug_03-01-08-02-02-02-10_PitchShiftRG_L0_TimeShifted_7.14.wav
sad,Audios - Train 1/03-01-04-02-02-01-12.wav
sad,Audios - Train 1/Aug_03-01-04-02-02-01-12_PitchShiftRG_H0_TimeShifted_6.17.wav
sad,Audios - Train 1/Aug_03-01-04-02-02-01-12_PitchShiftRG_L0_TimeShifted_25.57.wav
surprise,Audios - Train 1/03-01-08-01-02-01-04.wav
surprise,Audios - Train 1/Aug_03-01-08-01-02-01-04_PitchShiftRG_H0_TimeShifted_-34.19.wav
surprise,Audios - Train 1/Aug_03-01-08-01-02-01-04_PitchShiftRG_L0_TimeShifted_10.44.wav
calm,Audios - Train 1/03-01-02-02-02-01-17.wav
calm,Audios - Train 1/Aug_03-01-02-02-02-01-17_PitchShiftRG_H0_TimeShifted_85.3.wav
calm,Audios - Train 1/Aug_03-01-02-02-02-01-17_PitchShiftRG_L0_TimeShifted_12.48.wav
fear,Audios - Train 1/03-01-06-02-01-02-01.wav
fear,Audios - Train 1/Aug_03-01-06-02-01-02-01_PitchShiftRG_H0_TimeShifted_20.49.wav
fear,Audios - Train 1/Aug_03-01-06-02-01-02-01_PitchShiftRG_L0_TimeShifted_-33.73.wav
surprise,Audios - Train 1/03-01-08-02-02-01-19.wav
surprise,Audios - Train 1/Aug_03-01-08-02-02-01-19_PitchShiftRG_H0_TimeShifted_8.2.wav
surprise,Audios - Train 1/Aug_03-01-08-02-02-01-19_PitchShiftRG_L0_TimeShifted_3.63.wav
surprise,Audios - Train 1/03-01-08-02-01-02-16.wav
surprise,Audios - Train 1/Aug_03-01-08-02-01-02-16_PitchShiftRG_H0_TimeShifted_49.11.wav
surprise,Audios - Train 1/Aug_03-01-08-02-01-02-16_PitchShiftRG_L0_TimeShifted_48.56.wav
angry,Audios - Train 1/03-01-05-01-01-02-13.wav
angry,Audios - Train 1/Aug_03-01-05-01-01-02-13_PitchShiftRG_H0_TimeShifted_33.36.wav
angry,Audios - Train 1/Aug_03-01-05-01-01-02-13_PitchShiftRG_L0_TimeShifted_6.88.wav
disgust,Audios - Train 1/03-01-07-01-01-02-03.wav
disgust,Audios - Train 1/Aug_03-01-07-01-01-02-03_PitchShiftRG_H0_TimeShifted_7.65.wav
disgust,Audios - Train 1/Aug_03-01-07-01-01-02-03_PitchShiftRG_L0_TimeShifted_-18.32.wav
sad,Audios - Train 1/03-01-04-02-01-02-16.wav
sad,Audios - Train 1/Aug_03-01-04-02-01-02-16_PitchShiftRG_H0_TimeShifted_8.23.wav
sad,Audios - Train 1/Aug_03-01-04-02-01-02-16_PitchShiftRG_L0_TimeShifted_10.57.wav
happy,Audios - Train 1/03-01-03-01-02-01-13.wav
happy,Audios - Train 1/Aug_03-01-03-01-02-01-13_PitchShiftRG_H0_TimeShifted_-32.14.wav
happy,Audios - Train 1/Aug_03-01-03-01-02-01-13_PitchShiftRG_L0_TimeShifted_17.77.wav
happy,Audios - Train 1/03-01-03-02-01-01-09.wav
happy,Audios - Train 1/Aug_03-01-03-02-01-01-09_PitchShiftRG_H0_TimeShifted_28.49.wav
happy,Audios - Train 1/Aug_03-01-03-02-01-01-09_PitchShiftRG_L0_TimeShifted_10.7.wav
neutral,Audios - Train 1/03-01-01-01-01-01-16.wav
neutral,Audios - Train 1/Aug_03-01-01-01-01-01-16_PitchShiftRG_H0_TimeShifted_8.38.wav
neutral,Audios - Train 1/Aug_03-01-01-01-01-01-16_PitchShiftRG_L0_TimeShifted_10.51.wav
angry,Audios - Train 1/03-01-05-02-01-01-14.wav
angry,Audios - Train 1/Aug_03-01-05-02-01-01-14_PitchShiftRG_H0_TimeShifted_47.35.wav
angry,Audios - Train 1/Aug_03-01-05-02-01-01-14_PitchShiftRG_L0_TimeShifted_11.9.wav
disgust,Audios - Train 1/03-01-07-02-01-01-02.wav
disgust,Audios - Train 1/Aug_03-01-07-02-01-01-02_PitchShiftRG_H0_TimeShifted_9.71.wav
disgust,Audios - Train 1/Aug_03-01-07-02-01-01-02_PitchShiftRG_L0_TimeShifted_12.0.wav
calm,Audios - Train 1/03-01-02-02-01-02-03.wav
calm,Audios - Train 1/Aug_03-01-02-02-01-02-03_PitchShiftRG_H0_TimeShifted_16.46.wav
calm,Audios - Train 1/Aug_03-01-02-02-01-02-03_PitchShiftRG_L0_TimeShifted_8.21.wav
calm,Audios - Train 1/03-01-02-01-02-02-16.wav
calm,Audios - Train 1/Aug_03-01-02-01-02-02-16_PitchShiftRG_H0_TimeShifted_10.62.wav
calm,Audios - Train 1/Aug_03-01-02-01-02-02-16_PitchShiftRG_L0_TimeShifted_7.74.wav
disgust,Audios - Train 1/03-01-07-01-01-01-21.wav
disgust,Audios - Train 1/Aug_03-01-07-01-01-01-21_PitchShiftRG_H0_TimeShifted_8.22.wav
disgust,Audios - Train 1/Aug_03-01-07-01-01-01-21_PitchShiftRG_L0_TimeShifted_25.47.wav
disgust,Audios - Train 1/03-01-07-02-02-02-17.wav
disgust,Audios - Train 1/Aug_03-01-07-02-02-02-17_PitchShiftRG_H0_TimeShifted_23.91.wav
disgust,Audios - Train 1/Aug_03-01-07-02-02-02-17_PitchShiftRG_L0_TimeShifted_33.47.wav
fear,Audios - Train 1/03-01-06-02-02-02-09.wav
fear,Audios - Train 1/Aug_03-01-06-02-02-02-09_PitchShiftRG_H0_TimeShifted_18.03.wav
fear,Audios - Train 1/Aug_03-01-06-02-02-02-09_PitchShiftRG_L0_TimeShifted_-170.76.wav
neutral,Audios - Train 1/03-01-01-01-02-02-16.wav
neutral,Audios - Train 1/Aug_03-01-01-01-02-02-16_PitchShiftRG_H0_TimeShifted_-22.37.wav
neutral,Audios - Train 1/Aug_03-01-01-01-02-02-16_PitchShiftRG_L0_TimeShifted_12.73.wav
angry,Audios - Train 1/03-01-05-02-02-02-21.wav
angry,Audios - Train 1/Aug_03-01-05-02-02-02-21_PitchShiftRG_H0_TimeShifted_71.41.wav
angry,Audios - Train 1/Aug_03-01-05-02-02-02-21_PitchShiftRG_L0_TimeShifted_-48.97.wav
neutral,Audios - Train 1/03-01-01-01-02-01-10.wav
neutral,Audios - Train 1/Aug_03-01-01-01-02-01-10_PitchShiftRG_H0_TimeShifted_9.66.wav
neutral,Audios - Train 1/Aug_03-01-01-01-02-01-10_PitchShiftRG_L0_TimeShifted_7.99.wav
fear,Audios - Train 1/03-01-06-01-01-02-08.wav
fear,Audios - Train 1/Aug_03-01-06-01-01-02-08_PitchShiftRG_H0_TimeShifted_40.41.wav
fear,Audios - Train 1/Aug_03-01-06-01-01-02-08_PitchShiftRG_L0_TimeShifted_36.96.wav
happy,Audios - Train 1/03-01-03-01-02-02-03.wav
happy,Audios - Train 1/Aug_03-01-03-01-02-02-03_PitchShiftRG_H0_TimeShifted_6.54.wav
happy,Audios - Train 1/Aug_03-01-03-01-02-02-03_PitchShiftRG_L0_TimeShifted_31.8.wav
happy,Audios - Train 1/03-01-03-02-01-02-13.wav
happy,Audios - Train 1/Aug_03-01-03-02-01-02-13_PitchShiftRG_H0_TimeShifted_5.84.wav
happy,Audios - Train 1/Aug_03-01-03-02-01-02-13_PitchShiftRG_L0_TimeShifted_20.38.wav
neutral,Audios - Train 1/03-01-01-01-02-01-18.wav
neutral,Audios - Train 1/Aug_03-01-01-01-02-01-18_PitchShiftRG_H0_TimeShifted_17.9.wav
neutral,Audios - Train 1/Aug_03-01-01-01-02-01-18_PitchShiftRG_L0_TimeShifted_7.55.wav
fear,Audios - Train 1/03-01-06-02-02-01-15.wav
fear,Audios - Train 1/Aug_03-01-06-02-02-01-15_PitchShiftRG_H0_TimeShifted_12.47.wav
fear,Audios - Train 1/Aug_03-01-06-02-02-01-15_PitchShiftRG_L0_TimeShifted_10.25.wav
surprise,Audios - Train 1/03-01-08-02-02-01-02.wav
surprise,Audios - Train 1/Aug_03-01-08-02-02-01-02_PitchShiftRG_H0_TimeShifted_64.33.wav
surprise,Audios - Train 1/Aug_03-01-08-02-02-01-02_PitchShiftRG_L0_TimeShifted_-20.89.wav
surprise,Audios - Train 1/03-01-08-02-01-01-20.wav
surprise,Audios - Train 1/Aug_03-01-08-02-01-01-20_PitchShiftRG_H0_TimeShifted_6.76.wav
surprise,Audios - Train 1/Aug_03-01-08-02-01-01-20_PitchShiftRG_L0_TimeShifted_49.5.wav
calm,Audios - Train 1/03-01-02-02-02-01-01.wav
calm,Audios - Train 1/Aug_03-01-02-02-02-01-01_PitchShiftRG_H0_TimeShifted_8.9.wav
calm,Audios - Train 1/Aug_03-01-02-02-02-01-01_PitchShiftRG_L0_TimeShifted_7.67.wav
calm,Audios - Train 1/03-01-02-01-01-02-10.wav
calm,Audios - Train 1/Aug_03-01-02-01-01-02-10_PitchShiftRG_H0_TimeShifted_5.32.wav
calm,Audios - Train 1/Aug_03-01-02-01-01-02-10_PitchShiftRG_L0_TimeShifted_6.44.wav
angry,Audios - Train 1/03-01-05-02-02-02-01.wav
angry,Audios - Train 1/Aug_03-01-05-02-02-02-01_PitchShiftRG_H0_TimeShifted_8.94.wav
angry,Audios - Train 1/Aug_03-01-05-02-02-02-01_PitchShiftRG_L0_TimeShifted_12.83.wav
sad,Audios - Train 1/03-01-04-01-02-01-06.wav
sad,Audios - Train 1/Aug_03-01-04-01-02-01-06_PitchShiftRG_H0_TimeShifted_9.66.wav
sad,Audios - Train 1/Aug_03-01-04-01-02-01-06_PitchShiftRG_L0_TimeShifted_37.72.wav
angry,Audios - Train 1/03-01-05-02-02-01-06.wav
angry,Audios - Train 1/Aug_03-01-05-02-02-01-06_PitchShiftRG_H0_TimeShifted_11.24.wav
angry,Audios - Train 1/Aug_03-01-05-02-02-01-06_PitchShiftRG_L0_TimeShifted_9.87.wav
disgust,Audios - Train 1/03-01-07-02-02-01-13.wav
disgust,Audios - Train 1/Aug_03-01-07-02-02-01-13_PitchShiftRG_H0_TimeShifted_7.9.wav
disgust,Audios - Train 1/Aug_03-01-07-02-02-01-13_PitchShiftRG_L0_TimeShifted_-43.24.wav
fear,Audios - Train 1/03-01-06-01-01-02-15.wav
fear,Audios - Train 1/Aug_03-01-06-01-01-02-15_PitchShiftRG_H0_TimeShifted_30.02.wav
fear,Audios - Train 1/Aug_03-01-06-01-01-02-15_PitchShiftRG_L0_TimeShifted_10.43.wav
surprise,Audios - Train 1/03-01-08-02-01-02-20.wav
surprise,Audios - Train 1/Aug_03-01-08-02-01-02-20_PitchShiftRG_H0_TimeShifted_9.55.wav
surprise,Audios - Train 1/Aug_03-01-08-02-01-02-20_PitchShiftRG_L0_TimeShifted_48.23.wav
angry,Audios - Train 1/03-01-05-01-01-01-22.wav
angry,Audios - Train 1/Aug_03-01-05-01-01-01-22_PitchShiftRG_H0_TimeShifted_-78.4.wav
angry,Audios - Train 1/Aug_03-01-05-01-01-01-22_PitchShiftRG_L0_TimeShifted_6.96.wav
fear,Audios - Train 1/03-01-06-01-02-01-19.wav
fear,Audios - Train 1/Aug_03-01-06-01-02-01-19_PitchShiftRG_H0_TimeShifted_45.5.wav
fear,Audios - Train 1/Aug_03-01-06-01-02-01-19_PitchShiftRG_L0_TimeShifted_13.13.wav
neutral,Audios - Train 1/03-01-01-01-02-01-11.wav
neutral,Audios - Train 1/Aug_03-01-01-01-02-01-11_PitchShiftRG_H0_TimeShifted_13.08.wav
neutral,Audios - Train 1/Aug_03-01-01-01-02-01-11_PitchShiftRG_L0_TimeShifted_50.55.wav
happy,Audios - Train 1/03-01-03-01-01-02-04.wav
happy,Audios - Train 1/Aug_03-01-03-01-01-02-04_PitchShiftRG_H0_TimeShifted_77.05.wav
happy,Audios - Train 1/Aug_03-01-03-01-01-02-04_PitchShiftRG_L0_TimeShifted_31.08.wav
disgust,Audios - Train 1/03-01-07-01-01-02-04.wav
disgust,Audios - Train 1/Aug_03-01-07-01-01-02-04_PitchShiftRG_H0_TimeShifted_7.61.wav
disgust,Audios - Train 1/Aug_03-01-07-01-01-02-04_PitchShiftRG_L0_TimeShifted_9.4.wav
sad,Audios - Train 1/03-01-04-01-02-02-10.wav
sad,Audios - Train 1/Aug_03-01-04-01-02-02-10_PitchShiftRG_H0_TimeShifted_19.57.wav
sad,Audios - Train 1/Aug_03-01-04-01-02-02-10_PitchShiftRG_L0_TimeShifted_9.97.wav
sad,Audios - Train 1/03-01-04-01-02-01-04.wav
sad,Audios - Train 1/Aug_03-01-04-01-02-01-04_PitchShiftRG_H0_TimeShifted_7.68.wav
sad,Audios - Train 1/Aug_03-01-04-01-02-01-04_PitchShiftRG_L0_TimeShifted_8.72.wav
surprise,Audios - Train 1/03-01-08-02-01-02-01.wav
surprise,Audios - Train 1/Aug_03-01-08-02-01-02-01_PitchShiftRG_H0_TimeShifted_6.21.wav
surprise,Audios - Train 1/Aug_03-01-08-02-01-02-01_PitchShiftRG_L0_TimeShifted_39.27.wav
happy,Audios - Train 1/03-01-03-01-02-02-07.wav
happy,Audios - Train 1/Aug_03-01-03-01-02-02-07_PitchShiftRG_H0_TimeShifted_12.03.wav
happy,Audios - Train 1/Aug_03-01-03-01-02-02-07_PitchShiftRG_L0_TimeShifted_5.21.wav
angry,Audios - Train 1/03-01-05-02-01-02-06.wav
angry,Audios - Train 1/Aug_03-01-05-02-01-02-06_PitchShiftRG_H0_TimeShifted_15.62.wav
angry,Audios - Train 1/Aug_03-01-05-02-01-02-06_PitchShiftRG_L0_TimeShifted_10.28.wav
disgust,Audios - Train 1/03-01-07-01-02-01-13.wav
disgust,Audios - Train 1/Aug_03-01-07-01-02-01-13_PitchShiftRG_H0_TimeShifted_72.24.wav
disgust,Audios - Train 1/Aug_03-01-07-01-02-01-13_PitchShiftRG_L0_TimeShifted_5.71.wav
happy,Audios - Train 1/03-01-03-02-01-02-06.wav
happy,Audios - Train 1/Aug_03-01-03-02-01-02-06_PitchShiftRG_H0_TimeShifted_10.03.wav
happy,Audios - Train 1/Aug_03-01-03-02-01-02-06_PitchShiftRG_L0_TimeShifted_18.26.wav
surprise,Audios - Train 1/03-01-08-02-02-01-10.wav
surprise,Audios - Train 1/Aug_03-01-08-02-02-01-10_PitchShiftRG_H0_TimeShifted_5.49.wav
surprise,Audios - Train 1/Aug_03-01-08-02-02-01-10_PitchShiftRG_L0_TimeShifted_5.9.wav
angry,Audios - Train 1/03-01-05-02-01-02-21.wav
angry,Audios - Train 1/Aug_03-01-05-02-01-02-21_PitchShiftRG_H0_TimeShifted_41.91.wav
angry,Audios - Train 1/Aug_03-01-05-02-01-02-21_PitchShiftRG_L0_TimeShifted_8.08.wav
fear,Audios - Train 1/03-01-06-01-02-01-10.wav
fear,Audios - Train 1/Aug_03-01-06-01-02-01-10_PitchShiftRG_H0_TimeShifted_11.08.wav
fear,Audios - Train 1/Aug_03-01-06-01-02-01-10_PitchShiftRG_L0_TimeShifted_-68.41.wav
fear,Audios - Train 1/03-01-06-01-01-01-04.wav
fear,Audios - Train 1/Aug_03-01-06-01-01-01-04_PitchShiftRG_H0_TimeShifted_-59.15.wav
fear,Audios - Train 1/Aug_03-01-06-01-01-01-04_PitchShiftRG_L0_TimeShifted_85.46.wav
disgust,Audios - Train 1/03-01-07-01-01-02-20.wav
disgust,Audios - Train 1/Aug_03-01-07-01-01-02-20_PitchShiftRG_H0_TimeShifted_13.12.wav
disgust,Audios - Train 1/Aug_03-01-07-01-01-02-20_PitchShiftRG_L0_TimeShifted_35.21.wav
angry,Audios - Train 1/03-01-05-01-01-01-16.wav
angry,Audios - Train 1/Aug_03-01-05-01-01-01-16_PitchShiftRG_H0_TimeShifted_12.57.wav
angry,Audios - Train 1/Aug_03-01-05-01-01-01-16_PitchShiftRG_L0_TimeShifted_4.78.wav
surprise,Audios - Train 1/03-01-08-01-02-02-04.wav
surprise,Audios - Train 1/Aug_03-01-08-01-02-02-04_PitchShiftRG_H0_TimeShifted_7.24.wav
surprise,Audios - Train 1/Aug_03-01-08-01-02-02-04_PitchShiftRG_L0_TimeShifted_-9.98.wav
neutral,Audios - Train 1/03-01-01-01-02-02-12.wav
neutral,Audios - Train 1/Aug_03-01-01-01-02-02-12_PitchShiftRG_H0_TimeShifted_-27.05.wav
neutral,Audios - Train 1/Aug_03-01-01-01-02-02-12_PitchShiftRG_L0_TimeShifted_13.6.wav
surprise,Audios - Train 1/03-01-08-01-01-01-01.wav
surprise,Audios - Train 1/Aug_03-01-08-01-01-01-01_PitchShiftRG_H0_TimeShifted_27.3.wav
surprise,Audios - Train 1/Aug_03-01-08-01-01-01-01_PitchShiftRG_L0_TimeShifted_8.04.wav
disgust,Audios - Train 1/03-01-07-02-02-01-04.wav
disgust,Audios - Train 1/Aug_03-01-07-02-02-01-04_PitchShiftRG_H0_TimeShifted_17.31.wav
disgust,Audios - Train 1/Aug_03-01-07-02-02-01-04_PitchShiftRG_L0_TimeShifted_8.7.wav
calm,Audios - Train 1/03-01-02-02-01-02-16.wav
calm,Audios - Train 1/Aug_03-01-02-02-01-02-16_PitchShiftRG_H0_TimeShifted_5.31.wav
calm,Audios - Train 1/Aug_03-01-02-02-01-02-16_PitchShiftRG_L0_TimeShifted_13.46.wav
sad,Audios - Train 1/03-01-04-01-01-02-15.wav
sad,Audios - Train 1/Aug_03-01-04-01-01-02-15_PitchShiftRG_H0_TimeShifted_9.07.wav
sad,Audios - Train 1/Aug_03-01-04-01-01-02-15_PitchShiftRG_L0_TimeShifted_19.22.wav
happy,Audios - Train 1/03-01-03-01-01-01-11.wav
happy,Audios - Train 1/Aug_03-01-03-01-01-01-11_PitchShiftRG_H0_TimeShifted_16.39.wav
happy,Audios - Train 1/Aug_03-01-03-01-01-01-11_PitchShiftRG_L0_TimeShifted_5.78.wav
angry,Audios - Train 1/03-01-05-02-01-01-03.wav
angry,Audios - Train 1/Aug_03-01-05-02-01-01-03_PitchShiftRG_H0_TimeShifted_392.64.wav
angry,Audios - Train 1/Aug_03-01-05-02-01-01-03_PitchShiftRG_L0_TimeShifted_-344.2.wav
